datetime,demand_mw,actual_risk_label,predicted_risk_label,risk_score
2018-02-21 10:00:00,29211.0,Low,Low,0.0
2018-02-21 11:00:00,28750.0,Low,Low,0.0
2018-02-21 12:00:00,28595.0,Low,Low,0.0
2018-02-21 13:00:00,28648.0,Low,Low,0.0
2018-02-21 14:00:00,28904.0,Low,Low,0.0
2018-02-21 15:00:00,29116.0,Low,Low,0.0
2018-02-21 16:00:00,29408.0,Low,Low,0.0
2018-02-21 17:00:00,30091.0,Low,Low,0.0
2018-02-21 18:00:00,31019.0,Low,Low,0.0
2018-02-21 19:00:00,32214.0,Low,Low,0.01
2018-02-21 20:00:00,31775.0,Low,Low,0.0
2018-02-21 21:00:00,30755.0,Low,Low,0.08
2018-02-21 22:00:00,29000.0,Low,Low,0.0
2018-02-21 23:00:00,26719.0,Low,Low,0.0
2018-02-22 00:00:00,24617.0,Low,Low,0.0
2018-02-22 01:00:00,23120.0,Low,Low,0.0
2018-02-22 02:00:00,22241.0,Low,Low,0.0
2018-02-22 03:00:00,21697.0,Low,Low,0.0
2018-02-22 04:00:00,21639.0,Low,Low,0.0
2018-02-22 05:00:00,22244.0,Low,Low,0.0
2018-02-22 06:00:00,24077.0,Low,Low,0.0
2018-02-22 07:00:00,27415.0,Low,Low,0.0
2018-02-22 08:00:00,29337.0,Low,Low,0.0
2018-02-22 09:00:00,30019.0,Low,Low,0.0
2018-02-22 10:00:00,30465.0,Low,Low,0.0
2018-02-22 11:00:00,30836.0,Low,Low,0.0
2018-02-22 12:00:00,31009.0,Low,Low,0.0
2018-02-22 13:00:00,31060.0,Low,Low,0.0
2018-02-22 14:00:00,31183.0,Low,Low,0.0
2018-02-22 15:00:00,31287.0,Low,Low,0.0
2018-02-22 16:00:00,31627.0,Low,Low,0.0
2018-02-22 17:00:00,32431.0,Low,Low,0.0
2018-02-22 18:00:00,33546.0,Low,Low,0.0
2018-02-22 19:00:00,34250.0,Low,Low,0.29
2018-02-22 20:00:00,33950.0,Low,Low,0.6
2018-02-22 21:00:00,33169.0,Low,Low,0.32
2018-02-22 22:00:00,31733.0,Low,Low,0.07
2018-02-22 23:00:00,29669.0,Low,Low,0.0
2018-02-23 00:00:00,27776.0,Low,Low,0.0
2018-02-23 01:00:00,26418.0,Low,Low,0.0
2018-02-23 02:00:00,25598.0,Low,Low,0.0
2018-02-23 03:00:00,25298.0,Low,Low,0.0
2018-02-23 04:00:00,25397.0,Low,Low,0.0
2018-02-23 05:00:00,26050.0,Low,Low,0.0
2018-02-23 06:00:00,28158.0,Low,Low,0.0
2018-02-23 07:00:00,31374.0,Low,Low,0.0
2018-02-23 08:00:00,33114.0,Low,Low,0.0
2018-02-23 09:00:00,33576.0,Low,Medium,0.15
2018-02-23 10:00:00,33713.0,Low,Low,0.5
2018-02-23 11:00:00,33763.0,Low,Low,0.54
2018-02-23 12:00:00,33514.0,Low,Low,0.62
2018-02-23 13:00:00,33185.0,Low,Low,0.64
2018-02-23 14:00:00,32939.0,Low,Low,0.51
2018-02-23 15:00:00,32615.0,Low,Low,0.44
2018-02-23 16:00:00,32566.0,Low,Low,0.24
2018-02-23 17:00:00,32925.0,Low,Low,0.38
2018-02-23 18:00:00,33719.0,Low,Medium,0.78
2018-02-23 19:00:00,34011.0,Low,Medium,1.33
2018-02-23 20:00:00,33243.0,Low,Medium,1.06
2018-02-23 21:00:00,32300.0,Low,Low,0.71
2018-02-23 22:00:00,30997.0,Low,Low,0.13
2018-02-23 23:00:00,29215.0,Low,Low,0.01
2018-02-24 00:00:00,27316.0,Low,Low,0.0
2018-02-24 01:00:00,25835.0,Low,Low,0.0
2018-02-24 02:00:00,24885.0,Low,Low,0.0
2018-02-24 03:00:00,24302.0,Low,Low,0.0
2018-02-24 04:00:00,24036.0,Low,Low,0.0
2018-02-24 05:00:00,24160.0,Low,Low,0.0
2018-02-24 06:00:00,24791.0,Low,Low,0.0
2018-02-24 07:00:00,25854.0,Low,Low,0.0
2018-02-24 08:00:00,26736.0,Low,Low,0.0
2018-02-24 09:00:00,27818.0,Low,Low,0.0
2018-02-24 10:00:00,28413.0,Low,Low,0.0
2018-02-24 11:00:00,28970.0,Low,Low,0.0
2018-02-24 12:00:00,29089.0,Low,Low,0.0
2018-02-24 13:00:00,28897.0,Low,Low,0.0
2018-02-24 14:00:00,28745.0,Low,Low,0.0
2018-02-24 15:00:00,28482.0,Low,Low,0.0
2018-02-24 16:00:00,28486.0,Low,Low,0.0
2018-02-24 17:00:00,28921.0,Low,Low,0.0
2018-02-24 18:00:00,29755.0,Low,Low,0.0
2018-02-24 19:00:00,30427.0,Low,Low,0.0
2018-02-24 20:00:00,29990.0,Low,Low,0.0
2018-02-24 21:00:00,29378.0,Low,Low,0.0
2018-02-24 22:00:00,28467.0,Low,Low,0.0
2018-02-24 23:00:00,27135.0,Low,Low,0.0
2018-02-25 00:00:00,25760.0,Low,Low,0.0
2018-02-25 01:00:00,24539.0,Low,Low,0.0
2018-02-25 02:00:00,23816.0,Low,Low,0.0
2018-02-25 03:00:00,23360.0,Low,Low,0.0
2018-02-25 04:00:00,23190.0,Low,Low,0.0
2018-02-25 05:00:00,23345.0,Low,Low,0.0
2018-02-25 06:00:00,23855.0,Low,Low,0.0
2018-02-25 07:00:00,24810.0,Low,Low,0.0
2018-02-25 08:00:00,25725.0,Low,Low,0.0
2018-02-25 09:00:00,27102.0,Low,Low,0.0
2018-02-25 10:00:00,28189.0,Low,Low,0.0
2018-02-25 11:00:00,28796.0,Low,Low,0.0
2018-02-25 12:00:00,28957.0,Low,Low,0.0
2018-02-25 13:00:00,28934.0,Low,Low,0.0
2018-02-25 14:00:00,28739.0,Low,Low,0.0
2018-02-25 15:00:00,28462.0,Low,Low,0.0
2018-02-25 16:00:00,28436.0,Low,Low,0.0
2018-02-25 17:00:00,28962.0,Low,Low,0.0
2018-02-25 18:00:00,30122.0,Low,Low,0.0
2018-02-25 19:00:00,31237.0,Low,Low,0.0
2018-02-25 20:00:00,31022.0,Low,Low,0.0
2018-02-25 21:00:00,30320.0,Low,Low,0.0
2018-02-25 22:00:00,28989.0,Low,Low,0.0
2018-02-25 23:00:00,27238.0,Low,Low,0.0
2018-02-26 00:00:00,25560.0,Low,Low,0.0
2018-02-26 01:00:00,24391.0,Low,Low,0.0
2018-02-26 02:00:00,23792.0,Low,Low,0.0
2018-02-26 03:00:00,23555.0,Low,Low,0.0
2018-02-26 04:00:00,23616.0,Low,Low,0.0
2018-02-26 05:00:00,24485.0,Low,Low,0.0
2018-02-26 06:00:00,26618.0,Low,Low,0.0
2018-02-26 07:00:00,29935.0,Low,Low,0.0
2018-02-26 08:00:00,31573.0,Low,Low,0.0
2018-02-26 09:00:00,31916.0,Low,Low,0.0
2018-02-26 10:00:00,31992.0,Low,Low,0.0
2018-02-26 11:00:00,31780.0,Low,Low,0.04
2018-02-26 12:00:00,31308.0,Low,Low,0.04
2018-02-26 13:00:00,30737.0,Low,Low,0.02
2018-02-26 14:00:00,30230.0,Low,Low,0.0
2018-02-26 15:00:00,30004.0,Low,Low,0.0
2018-02-26 16:00:00,30041.0,Low,Low,0.0
2018-02-26 17:00:00,30621.0,Low,Low,0.0
2018-02-26 18:00:00,31750.0,Low,Low,0.0
2018-02-26 19:00:00,33431.0,Low,Low,0.0
2018-02-26 20:00:00,33579.0,Low,Low,0.02
2018-02-26 21:00:00,33084.0,Low,Low,0.37
2018-02-26 22:00:00,31871.0,Low,Low,0.05
2018-02-26 23:00:00,29895.0,Low,Low,0.0
2018-02-27 00:00:00,28183.0,Low,Low,0.0
2018-02-27 01:00:00,27004.0,Low,Low,0.0
2018-02-27 02:00:00,26498.0,Low,Low,0.0
2018-02-27 03:00:00,26419.0,Low,Low,0.0
2018-02-27 04:00:00,26677.0,Low,Low,0.0
2018-02-27 05:00:00,27717.0,Low,Low,0.0
2018-02-27 06:00:00,30110.0,Low,Low,0.0
2018-02-27 07:00:00,33527.0,Low,Low,0.0
2018-02-27 08:00:00,34325.0,Medium,Medium,0.69
2018-02-27 09:00:00,32740.0,Low,Medium,1.34
2018-02-27 10:00:00,31014.0,Low,Low,1.18
2018-02-27 11:00:00,29935.0,Low,Low,0.91
2018-02-27 12:00:00,29157.0,Low,Low,0.01
2018-02-27 13:00:00,28539.0,Low,Low,0.01
2018-02-27 14:00:00,28239.0,Low,Low,0.01
2018-02-27 15:00:00,27999.0,Low,Low,0.01
2018-02-27 16:00:00,28166.0,Low,Low,0.0
2018-02-27 17:00:00,28897.0,Low,Low,0.0
2018-02-27 18:00:00,30354.0,Low,Low,0.0
2018-02-27 19:00:00,32394.0,Low,Low,0.02
2018-02-27 20:00:00,32650.0,Low,Low,0.02
2018-02-27 21:00:00,32172.0,Low,Low,0.29
2018-02-27 22:00:00,30949.0,Low,Low,0.0
2018-02-27 23:00:00,28992.0,Low,Low,0.0
2018-02-28 00:00:00,27301.0,Low,Low,0.0
2018-02-28 01:00:00,26102.0,Low,Low,0.0
2018-02-28 02:00:00,25488.0,Low,Low,0.0
2018-02-28 03:00:00,25289.0,Low,Low,0.0
2018-02-28 04:00:00,25405.0,Low,Low,0.0
2018-02-28 05:00:00,26246.0,Low,Low,0.0
2018-02-28 06:00:00,28414.0,Low,Low,0.0
2018-02-28 07:00:00,31657.0,Low,Low,0.0
2018-02-28 08:00:00,32821.0,Low,Low,0.0
2018-02-28 09:00:00,32155.0,Low,Low,0.06
2018-02-28 10:00:00,30899.0,Low,Low,0.1
2018-02-28 11:00:00,29765.0,Low,Low,0.1
2018-02-28 12:00:00,28986.0,Low,Low,0.0
2018-02-28 13:00:00,28389.0,Low,Low,0.0
2018-02-28 14:00:00,28190.0,Low,Low,0.0
2018-02-28 15:00:00,28063.0,Low,Low,0.0
2018-02-28 16:00:00,28387.0,Low,Low,0.0
2018-02-28 17:00:00,29043.0,Low,Low,0.0
2018-02-28 18:00:00,30214.0,Low,Low,0.0
2018-02-28 19:00:00,31800.0,Low,Low,0.02
2018-02-28 20:00:00,31683.0,Low,Low,0.02
2018-02-28 21:00:00,30861.0,Low,Low,0.03
2018-02-28 22:00:00,29480.0,Low,Low,0.0
2018-02-28 23:00:00,27326.0,Low,Low,0.0
2018-03-01 00:00:00,25496.0,Low,Low,0.0
2018-03-01 01:00:00,24163.0,Low,Low,0.0
2018-03-01 02:00:00,23535.0,Low,Low,0.0
2018-03-01 03:00:00,23274.0,Low,Low,0.0
2018-03-01 04:00:00,23376.0,Low,Low,0.0
2018-03-01 05:00:00,24134.0,Low,Low,0.0
2018-03-01 06:00:00,26292.0,Low,Low,0.0
2018-03-01 07:00:00,29531.0,Low,Low,0.0
2018-03-01 08:00:00,30904.0,Low,Low,0.0
2018-03-01 09:00:00,30836.0,Low,Low,0.0
2018-03-01 10:00:00,30637.0,Low,Low,0.0
2018-03-01 11:00:00,30377.0,Low,Low,0.0
2018-03-01 12:00:00,30154.0,Low,Low,0.0
2018-03-01 13:00:00,29736.0,Low,Low,0.0
2018-03-01 14:00:00,29776.0,Low,Low,0.0
2018-03-01 15:00:00,29875.0,Low,Low,0.0
2018-03-01 16:00:00,29994.0,Low,Low,0.0
2018-03-01 17:00:00,30752.0,Low,Low,0.0
2018-03-01 18:00:00,31912.0,Low,Low,0.0
2018-03-01 19:00:00,32630.0,Low,Low,0.01
2018-03-01 20:00:00,32241.0,Low,Low,0.04
2018-03-01 21:00:00,31536.0,Low,Low,0.1
2018-03-01 22:00:00,30082.0,Low,Low,0.02
2018-03-01 23:00:00,28042.0,Low,Low,0.0
2018-03-02 00:00:00,26148.0,Low,Low,0.0
2018-03-02 01:00:00,24846.0,Low,Low,0.0
2018-03-02 02:00:00,24295.0,Low,Low,0.0
2018-03-02 03:00:00,24123.0,Low,Low,0.0
2018-03-02 04:00:00,24378.0,Low,Low,0.0
2018-03-02 05:00:00,25262.0,Low,Low,0.0
2018-03-02 06:00:00,27389.0,Low,Low,0.0
2018-03-02 07:00:00,30603.0,Low,Low,0.0
2018-03-02 08:00:00,32597.0,Low,Low,0.0
2018-03-02 09:00:00,33689.0,Low,Low,0.02
2018-03-02 10:00:00,34080.0,Low,Low,0.28
2018-03-02 11:00:00,34282.0,Medium,Medium,0.47
2018-03-02 12:00:00,34149.0,Low,Medium,1.51
2018-03-02 13:00:00,33964.0,Low,Low,1.05
2018-03-02 14:00:00,33887.0,Low,Low,0.81
2018-03-02 15:00:00,33415.0,Low,Low,0.58
2018-03-02 16:00:00,32973.0,Low,Low,0.28
2018-03-02 17:00:00,33000.0,Low,Low,0.3
2018-03-02 18:00:00,33759.0,Low,Low,0.26
2018-03-02 19:00:00,34516.0,Medium,Medium,0.69
2018-03-02 20:00:00,34045.0,Low,Medium,0.96
2018-03-02 21:00:00,33138.0,Low,Low,1.44
2018-03-02 22:00:00,31871.0,Low,Low,0.29
2018-03-02 23:00:00,30185.0,Low,Low,0.01
2018-03-03 00:00:00,28531.0,Low,Low,0.0
2018-03-03 01:00:00,27251.0,Low,Low,0.0
2018-03-03 02:00:00,26545.0,Low,Low,0.0
2018-03-03 03:00:00,26220.0,Low,Low,0.0
2018-03-03 04:00:00,26067.0,Low,Low,0.0
2018-03-03 05:00:00,26359.0,Low,Low,0.0
2018-03-03 06:00:00,27082.0,Low,Low,0.0
2018-03-03 07:00:00,28137.0,Low,Low,0.0
2018-03-03 08:00:00,28985.0,Low,Low,0.0
2018-03-03 09:00:00,29713.0,Low,Low,0.0
2018-03-03 10:00:00,29626.0,Low,Low,0.0
2018-03-03 11:00:00,29142.0,Low,Low,0.02
2018-03-03 12:00:00,28414.0,Low,Low,0.02
2018-03-03 13:00:00,27819.0,Low,Low,0.02
2018-03-03 14:00:00,27251.0,Low,Low,0.0
2018-03-03 15:00:00,27038.0,Low,Low,0.0
2018-03-03 16:00:00,27367.0,Low,Low,0.0
2018-03-03 17:00:00,28181.0,Low,Low,0.0
2018-03-03 18:00:00,29487.0,Low,Low,0.0
2018-03-03 19:00:00,31256.0,Low,Low,0.0
2018-03-03 20:00:00,31446.0,Low,Low,0.0
2018-03-03 21:00:00,31119.0,Low,Low,0.0
2018-03-03 22:00:00,30366.0,Low,Low,0.0
2018-03-03 23:00:00,29081.0,Low,Low,0.0
2018-03-04 00:00:00,27651.0,Low,Low,0.0
2018-03-04 01:00:00,26464.0,Low,Low,0.0
2018-03-04 02:00:00,25676.0,Low,Low,0.0
2018-03-04 03:00:00,25238.0,Low,Low,0.0
2018-03-04 04:00:00,25082.0,Low,Low,0.0
2018-03-04 05:00:00,25257.0,Low,Low,0.0
2018-03-04 06:00:00,25866.0,Low,Low,0.0
2018-03-04 07:00:00,26740.0,Low,Low,0.0
2018-03-04 08:00:00,27486.0,Low,Low,0.0
2018-03-04 09:00:00,28302.0,Low,Low,0.0
2018-03-04 10:00:00,28613.0,Low,Low,0.0
2018-03-04 11:00:00,28343.0,Low,Low,0.0
2018-03-04 12:00:00,27692.0,Low,Low,0.0
2018-03-04 13:00:00,27200.0,Low,Low,0.0
2018-03-04 14:00:00,26728.0,Low,Low,0.0
2018-03-04 15:00:00,26338.0,Low,Low,0.0
2018-03-04 16:00:00,26465.0,Low,Low,0.0
2018-03-04 17:00:00,27499.0,Low,Low,0.0
2018-03-04 18:00:00,29434.0,Low,Low,0.0
2018-03-04 19:00:00,31993.0,Low,Low,0.0
2018-03-04 20:00:00,32652.0,Low,Low,0.0
2018-03-04 21:00:00,32447.0,Low,Low,0.03
2018-03-04 22:00:00,31549.0,Low,Low,0.02
2018-03-04 23:00:00,30099.0,Low,Low,0.0
2018-03-05 00:00:00,28766.0,Low,Low,0.0
2018-03-05 01:00:00,27780.0,Low,Low,0.0
2018-03-05 02:00:00,27389.0,Low,Low,0.0
2018-03-05 03:00:00,27393.0,Low,Low,0.0
2018-03-05 04:00:00,27685.0,Low,Low,0.0
2018-03-05 05:00:00,28744.0,Low,Low,0.0
2018-03-05 06:00:00,31091.0,Low,Low,0.0
2018-03-05 07:00:00,34344.0,Medium,Low,0.0
2018-03-05 08:00:00,35073.0,Medium,Medium,0.61
2018-03-05 09:00:00,33912.0,Low,Medium,0.7
2018-03-05 10:00:00,32719.0,Low,Low,0.64
2018-03-05 11:00:00,32141.0,Low,Low,0.3
2018-03-05 12:00:00,31578.0,Low,Low,0.16
2018-03-05 13:00:00,31130.0,Low,Low,0.05
2018-03-05 14:00:00,30820.0,Low,Low,0.01
2018-03-05 15:00:00,30473.0,Low,Low,0.01
2018-03-05 16:00:00,30511.0,Low,Low,0.01
2018-03-05 17:00:00,31227.0,Low,Low,0.01
2018-03-05 18:00:00,32710.0,Low,Low,0.06
2018-03-05 19:00:00,34868.0,Medium,Medium,0.8
2018-03-05 20:00:00,35208.0,Medium,Medium,1.55
2018-03-05 21:00:00,34653.0,Medium,Medium,2.36
2018-03-05 22:00:00,33313.0,Low,Medium,2.16
2018-03-05 23:00:00,31307.0,Low,Low,0.14
2018-03-06 00:00:00,29547.0,Low,Low,0.0
2018-03-06 01:00:00,28375.0,Low,Low,0.0
2018-03-06 02:00:00,28001.0,Low,Low,0.0
2018-03-06 03:00:00,27916.0,Low,Low,0.0
2018-03-06 04:00:00,28244.0,Low,Low,0.0
2018-03-06 05:00:00,29331.0,Low,Low,0.0
2018-03-06 06:00:00,31762.0,Low,Low,0.0
2018-03-06 07:00:00,34937.0,Medium,Low,0.48
2018-03-06 08:00:00,35598.0,Medium,Medium,1.22
2018-03-06 09:00:00,34208.0,Low,Medium,1.9
2018-03-06 10:00:00,32942.0,Low,Medium,3.77
2018-03-06 11:00:00,31972.0,Low,Low,1.55
2018-03-06 12:00:00,31158.0,Low,Low,1.49
2018-03-06 13:00:00,30448.0,Low,Low,0.26
2018-03-06 14:00:00,30322.0,Low,Low,0.23
2018-03-06 15:00:00,30378.0,Low,Low,0.03
2018-03-06 16:00:00,30849.0,Low,Low,0.03
2018-03-06 17:00:00,31873.0,Low,Low,0.03
2018-03-06 18:00:00,33346.0,Low,Low,0.58
2018-03-06 19:00:00,34769.0,Medium,Medium,1.4
2018-03-06 20:00:00,34704.0,Medium,Medium,2.13
2018-03-06 21:00:00,33993.0,Low,Medium,1.77
2018-03-06 22:00:00,32721.0,Low,Low,1.6
2018-03-06 23:00:00,30917.0,Low,Low,0.08
2018-03-07 00:00:00,29141.0,Low,Low,0.0
2018-03-07 01:00:00,28015.0,Low,Low,0.0
2018-03-07 02:00:00,27342.0,Low,Low,0.0
2018-03-07 03:00:00,27123.0,Low,Low,0.0
2018-03-07 04:00:00,27173.0,Low,Low,0.0
2018-03-07 05:00:00,27902.0,Low,Low,0.0
2018-03-07 06:00:00,29664.0,Low,Low,0.01
2018-03-07 07:00:00,32167.0,Low,Low,0.01
2018-03-07 08:00:00,33512.0,Low,Low,0.06
2018-03-07 09:00:00,34237.0,Low,Medium,0.65
2018-03-07 10:00:00,34768.0,Medium,Medium,0.85
2018-03-07 11:00:00,35099.0,Medium,Medium,1.48
2018-03-07 12:00:00,35167.0,Medium,Medium,2.07
2018-03-07 13:00:00,35255.0,Medium,Medium,1.96
2018-03-07 14:00:00,34884.0,Medium,Medium,2.4
2018-03-07 15:00:00,34172.0,Low,Medium,2.43
2018-03-07 16:00:00,33638.0,Low,Low,2.1
2018-03-07 17:00:00,33490.0,Low,Low,1.02
2018-03-07 18:00:00,34093.0,Low,Medium,0.92
2018-03-07 19:00:00,35186.0,Medium,Medium,1.23
2018-03-07 20:00:00,34790.0,Medium,Medium,1.53
2018-03-07 21:00:00,33987.0,Low,Medium,1.56
2018-03-07 22:00:00,32671.0,Low,Low,0.7
2018-03-07 23:00:00,30700.0,Low,Low,0.11
2018-03-08 00:00:00,28986.0,Low,Low,0.0
2018-03-08 01:00:00,27736.0,Low,Low,0.0
2018-03-08 02:00:00,27233.0,Low,Low,0.0
2018-03-08 03:00:00,27086.0,Low,Low,0.0
2018-03-08 04:00:00,27276.0,Low,Low,0.0
2018-03-08 05:00:00,28201.0,Low,Low,0.0
2018-03-08 06:00:00,30316.0,Low,Low,0.0
2018-03-08 07:00:00,33080.0,Low,Low,0.01
2018-03-08 08:00:00,34224.0,Low,Medium,0.29
2018-03-08 09:00:00,33836.0,Low,Medium,0.77
2018-03-08 10:00:00,33230.0,Low,Medium,0.93
2018-03-08 11:00:00,32748.0,Low,Medium,1.18
2018-03-08 12:00:00,32294.0,Low,Low,1.46
2018-03-08 13:00:00,31990.0,Low,Low,1.0
2018-03-08 14:00:00,32040.0,Low,Low,0.79
2018-03-08 15:00:00,32100.0,Low,Low,0.27
2018-03-08 16:00:00,32146.0,Low,Low,0.27
2018-03-08 17:00:00,32871.0,Low,Low,0.2
2018-03-08 18:00:00,34272.0,Low,Medium,0.59
2018-03-08 19:00:00,36030.0,Medium,Medium,1.06
2018-03-08 20:00:00,36238.0,Medium,Medium,1.21
2018-03-08 21:00:00,35673.0,Medium,Medium,1.59
2018-03-08 22:00:00,34411.0,Medium,Medium,2.37
2018-03-08 23:00:00,32404.0,Low,Low,0.87
2018-03-09 00:00:00,30647.0,Low,Low,0.0
2018-03-09 01:00:00,29420.0,Low,Low,0.0
2018-03-09 02:00:00,28814.0,Low,Low,0.0
2018-03-09 03:00:00,28636.0,Low,Low,0.0
2018-03-09 04:00:00,28793.0,Low,Low,0.0
2018-03-09 05:00:00,29660.0,Low,Low,0.0
2018-03-09 06:00:00,31776.0,Low,Low,0.0
2018-03-09 07:00:00,34636.0,Medium,Low,0.05
2018-03-09 08:00:00,35595.0,Medium,Medium,0.69
2018-03-09 09:00:00,34942.0,Medium,Medium,1.55
2018-03-09 10:00:00,34295.0,Medium,Medium,2.79
2018-03-09 11:00:00,33954.0,Low,Medium,1.73
2018-03-09 12:00:00,33361.0,Low,Medium,1.41
2018-03-09 13:00:00,32744.0,Low,Low,1.06
2018-03-09 14:00:00,32559.0,Low,Low,0.68
2018-03-09 15:00:00,32242.0,Low,Low,0.52
2018-03-09 16:00:00,32189.0,Low,Low,0.4
2018-03-09 17:00:00,32666.0,Low,Low,0.38
2018-03-09 18:00:00,33720.0,Low,Medium,0.56
2018-03-09 19:00:00,35320.0,Medium,Medium,1.16
2018-03-09 20:00:00,35415.0,Medium,Medium,1.38
2018-03-09 21:00:00,34802.0,Medium,Medium,1.6
2018-03-09 22:00:00,33774.0,Low,Medium,1.3
2018-03-09 23:00:00,32124.0,Low,Low,0.5
2018-03-10 00:00:00,30454.0,Low,Low,0.02
2018-03-10 01:00:00,29182.0,Low,Low,0.0
2018-03-10 02:00:00,28542.0,Low,Low,0.0
2018-03-10 03:00:00,28240.0,Low,Low,0.0
2018-03-10 04:00:00,28242.0,Low,Low,0.0
2018-03-10 05:00:00,28592.0,Low,Low,0.0
2018-03-10 06:00:00,29485.0,Low,Low,0.0
2018-03-10 07:00:00,30599.0,Low,Low,0.0
2018-03-10 08:00:00,31219.0,Low,Low,0.03
2018-03-10 09:00:00,31484.0,Low,Low,0.03
2018-03-10 10:00:00,31340.0,Low,Low,0.03
2018-03-10 11:00:00,30850.0,Low,Low,0.05
2018-03-10 12:00:00,30472.0,Low,Low,0.52
2018-03-10 13:00:00,29647.0,Low,Low,0.02
2018-03-10 14:00:00,28907.0,Low,Low,0.02
2018-03-10 15:00:00,28402.0,Low,Low,0.02
2018-03-10 16:00:00,28334.0,Low,Low,0.0
2018-03-10 17:00:00,28801.0,Low,Low,0.0
2018-03-10 18:00:00,29926.0,Low,Low,0.0
2018-03-10 19:00:00,31886.0,Low,Low,0.0
2018-03-10 20:00:00,32300.0,Low,Low,0.03
2018-03-10 21:00:00,32130.0,Low,Low,0.11
2018-03-10 22:00:00,31399.0,Low,Low,0.09
2018-03-10 23:00:00,30226.0,Low,Low,0.02
2018-03-11 00:00:00,29068.0,Low,Low,0.0
2018-03-11 01:00:00,27517.0,Low,Low,0.0
2018-03-11 02:00:00,27012.0,Low,Low,0.0
2018-03-11 03:00:00,26939.0,Low,Low,0.0
2018-03-11 04:00:00,26866.0,Low,Low,0.0
2018-03-11 05:00:00,27061.0,Low,Low,0.0
2018-03-11 06:00:00,27698.0,Low,Low,0.0
2018-03-11 07:00:00,28767.0,Low,Low,0.0
2018-03-11 08:00:00,29603.0,Low,Low,0.0
2018-03-11 09:00:00,29870.0,Low,Low,0.0
2018-03-11 10:00:00,29453.0,Low,Low,0.0
2018-03-11 11:00:00,28870.0,Low,Low,0.0
2018-03-11 12:00:00,28262.0,Low,Low,0.0
2018-03-11 13:00:00,27606.0,Low,Low,0.0
2018-03-11 14:00:00,26938.0,Low,Low,0.0
2018-03-11 15:00:00,26298.0,Low,Low,0.0
2018-03-11 16:00:00,26072.0,Low,Low,0.0
2018-03-11 17:00:00,26307.0,Low,Low,0.0
2018-03-11 18:00:00,27186.0,Low,Low,0.0
2018-03-11 19:00:00,28500.0,Low,Low,0.0
2018-03-11 20:00:00,30894.0,Low,Low,0.0
2018-03-11 21:00:00,31576.0,Low,Low,0.0
2018-03-11 22:00:00,30904.0,Low,Low,0.0
2018-03-11 23:00:00,29440.0,Low,Low,0.0
2018-03-12 00:00:00,27932.0,Low,Low,0.0
2018-03-12 01:00:00,27414.0,Low,Low,0.0
2018-03-12 02:00:00,27018.0,Low,Low,0.0
2018-03-12 03:00:00,26992.0,Low,Low,0.0
2018-03-12 04:00:00,27309.0,Low,Low,0.0
2018-03-12 05:00:00,28239.0,Low,Low,0.0
2018-03-12 06:00:00,30534.0,Low,Low,0.0
2018-03-12 07:00:00,34160.0,Low,Low,0.0
2018-03-12 08:00:00,36187.0,Medium,Medium,0.09
2018-03-12 09:00:00,35690.0,Medium,Medium,0.74
2018-03-12 10:00:00,35094.0,Medium,Medium,2.42
2018-03-12 11:00:00,34545.0,Medium,Medium,2.36
2018-03-12 12:00:00,33987.0,Low,Medium,2.11
2018-03-12 13:00:00,33626.0,Low,Low,1.55
2018-03-12 14:00:00,33256.0,Low,Low,1.1
2018-03-12 15:00:00,32928.0,Low,Low,0.75
2018-03-12 16:00:00,32983.0,Low,Low,0.64
2018-03-12 17:00:00,33560.0,Low,Low,0.67
2018-03-12 18:00:00,34357.0,Medium,Medium,0.63
2018-03-12 19:00:00,35054.0,Medium,Medium,1.48
2018-03-12 20:00:00,36174.0,Medium,Medium,1.73
2018-03-12 21:00:00,35862.0,Medium,Medium,2.05
2018-03-12 22:00:00,34470.0,Medium,Medium,1.82
2018-03-12 23:00:00,32369.0,Low,Low,1.13
2018-03-13 00:00:00,30421.0,Low,Low,0.02
2018-03-13 01:00:00,28975.0,Low,Low,0.0
2018-03-13 02:00:00,28271.0,Low,Low,0.0
2018-03-13 03:00:00,28009.0,Low,Low,0.0
2018-03-13 04:00:00,28150.0,Low,Low,0.0
2018-03-13 05:00:00,29000.0,Low,Low,0.0
2018-03-13 06:00:00,31144.0,Low,Low,0.03
2018-03-13 07:00:00,34587.0,Medium,Low,0.1
2018-03-13 08:00:00,36558.0,Medium,Medium,0.83
2018-03-13 09:00:00,36506.0,Medium,Medium,1.62
2018-03-13 10:00:00,35887.0,Medium,Medium,2.4
2018-03-13 11:00:00,35176.0,Medium,Medium,2.62
2018-03-13 12:00:00,34374.0,Medium,Medium,3.23
2018-03-13 13:00:00,33478.0,Low,Medium,3.09
2018-03-13 14:00:00,32871.0,Low,Low,2.06
2018-03-13 15:00:00,32502.0,Low,Low,1.26
2018-03-13 16:00:00,32349.0,Low,Low,1.08
2018-03-13 17:00:00,32614.0,Low,Low,0.35
2018-03-13 18:00:00,33433.0,Low,Low,0.55
2018-03-13 19:00:00,34113.0,Low,Medium,0.99
2018-03-13 20:00:00,35853.0,Medium,Medium,1.19
2018-03-13 21:00:00,35977.0,Medium,Medium,1.3
2018-03-13 22:00:00,34860.0,Medium,Medium,1.87
2018-03-13 23:00:00,32810.0,Low,Low,1.34
