datetime,demand_mw,actual_risk_label,predicted_risk_label,risk_score
2018-04-18 07:00:00,32192.0,Low,Low,0.0
2018-04-18 08:00:00,33169.0,Low,Low,0.03
2018-04-18 09:00:00,32292.0,Low,Low,0.27
2018-04-18 10:00:00,31237.0,Low,Low,0.18
2018-04-18 11:00:00,30449.0,Low,Low,0.15
2018-04-18 12:00:00,29785.0,Low,Low,0.01
2018-04-18 13:00:00,28958.0,Low,Low,0.01
2018-04-18 14:00:00,28404.0,Low,Low,0.01
2018-04-18 15:00:00,27844.0,Low,Low,0.01
2018-04-18 16:00:00,27502.0,Low,Low,0.0
2018-04-18 17:00:00,27701.0,Low,Low,0.0
2018-04-18 18:00:00,28120.0,Low,Low,0.0
2018-04-18 19:00:00,28580.0,Low,Low,0.0
2018-04-18 20:00:00,29509.0,Low,Low,0.01
2018-04-18 21:00:00,30781.0,Low,Low,0.01
2018-04-18 22:00:00,29801.0,Low,Low,0.0
2018-04-18 23:00:00,27643.0,Low,Low,0.0
2018-04-19 00:00:00,25722.0,Low,Low,0.0
2018-04-19 01:00:00,24457.0,Low,Low,0.0
2018-04-19 02:00:00,23498.0,Low,Low,0.0
2018-04-19 03:00:00,23123.0,Low,Low,0.0
2018-04-19 04:00:00,23187.0,Low,Low,0.0
2018-04-19 05:00:00,23905.0,Low,Low,0.0
2018-04-19 06:00:00,25911.0,Low,Low,0.0
2018-04-19 07:00:00,29038.0,Low,Low,0.0
2018-04-19 08:00:00,30595.0,Low,Low,0.0
2018-04-19 09:00:00,30828.0,Low,Low,0.0
2018-04-19 10:00:00,30980.0,Low,Low,0.0
2018-04-19 11:00:00,30825.0,Low,Low,0.0
2018-04-19 12:00:00,30881.0,Low,Low,0.0
2018-04-19 13:00:00,30941.0,Low,Low,0.0
2018-04-19 14:00:00,30838.0,Low,Low,0.0
2018-04-19 15:00:00,30243.0,Low,Low,0.0
2018-04-19 16:00:00,29957.0,Low,Low,0.0
2018-04-19 17:00:00,30274.0,Low,Low,0.0
2018-04-19 18:00:00,31095.0,Low,Low,0.0
2018-04-19 19:00:00,31395.0,Low,Low,0.0
2018-04-19 20:00:00,32178.0,Low,Low,0.0
2018-04-19 21:00:00,33039.0,Low,Low,0.0
2018-04-19 22:00:00,32025.0,Low,Low,0.02
2018-04-19 23:00:00,29864.0,Low,Low,0.0
2018-04-20 00:00:00,27914.0,Low,Low,0.0
2018-04-20 01:00:00,26668.0,Low,Low,0.0
2018-04-20 02:00:00,26004.0,Low,Low,0.0
2018-04-20 03:00:00,25819.0,Low,Low,0.0
2018-04-20 04:00:00,25917.0,Low,Low,0.0
2018-04-20 05:00:00,26478.0,Low,Low,0.0
2018-04-20 06:00:00,28882.0,Low,Low,0.0
2018-04-20 07:00:00,31758.0,Low,Low,0.0
2018-04-20 08:00:00,32739.0,Low,Low,0.0
2018-04-20 09:00:00,31975.0,Low,Low,0.02
2018-04-20 10:00:00,31001.0,Low,Low,0.1
2018-04-20 11:00:00,30154.0,Low,Low,0.02
2018-04-20 12:00:00,29352.0,Low,Low,0.0
2018-04-20 13:00:00,28638.0,Low,Low,0.0
2018-04-20 14:00:00,28304.0,Low,Low,0.0
2018-04-20 15:00:00,27577.0,Low,Low,0.0
2018-04-20 16:00:00,27116.0,Low,Low,0.0
2018-04-20 17:00:00,27207.0,Low,Low,0.0
2018-04-20 18:00:00,27463.0,Low,Low,0.0
2018-04-20 19:00:00,27787.0,Low,Low,0.0
2018-04-20 20:00:00,28587.0,Low,Low,0.0
2018-04-20 21:00:00,29897.0,Low,Low,0.0
2018-04-20 22:00:00,29332.0,Low,Low,0.0
2018-04-20 23:00:00,27978.0,Low,Low,0.0
2018-04-21 00:00:00,26428.0,Low,Low,0.0
2018-04-21 01:00:00,25193.0,Low,Low,0.0
2018-04-21 02:00:00,24595.0,Low,Low,0.0
2018-04-21 03:00:00,24322.0,Low,Low,0.0
2018-04-21 04:00:00,24416.0,Low,Low,0.0
2018-04-21 05:00:00,24857.0,Low,Low,0.0
2018-04-21 06:00:00,25760.0,Low,Low,0.0
2018-04-21 07:00:00,27020.0,Low,Low,0.0
2018-04-21 08:00:00,27628.0,Low,Low,0.0
2018-04-21 09:00:00,27708.0,Low,Low,0.0
2018-04-21 10:00:00,27151.0,Low,Low,0.0
2018-04-21 11:00:00,26340.0,Low,Low,0.0
2018-04-21 12:00:00,25561.0,Low,Low,0.0
2018-04-21 13:00:00,24794.0,Low,Low,0.0
2018-04-21 14:00:00,24133.0,Low,Low,0.0
2018-04-21 15:00:00,23739.0,Low,Low,0.0
2018-04-21 16:00:00,23635.0,Low,Low,0.0
2018-04-21 17:00:00,24030.0,Low,Low,0.0
2018-04-21 18:00:00,24574.0,Low,Low,0.0
2018-04-21 19:00:00,24961.0,Low,Low,0.0
2018-04-21 20:00:00,25888.0,Low,Low,0.0
2018-04-21 21:00:00,27106.0,Low,Low,0.0
2018-04-21 22:00:00,26640.0,Low,Low,0.0
2018-04-21 23:00:00,25501.0,Low,Low,0.0
2018-04-22 00:00:00,24160.0,Low,Low,0.0
2018-04-22 01:00:00,23035.0,Low,Low,0.0
2018-04-22 02:00:00,22352.0,Low,Low,0.0
2018-04-22 03:00:00,22058.0,Low,Low,0.0
2018-04-22 04:00:00,22004.0,Low,Low,0.0
2018-04-22 05:00:00,22288.0,Low,Low,0.0
2018-04-22 06:00:00,22980.0,Low,Low,0.0
2018-04-22 07:00:00,23614.0,Low,Low,0.0
2018-04-22 08:00:00,24129.0,Low,Low,0.0
2018-04-22 09:00:00,24337.0,Low,Low,0.0
2018-04-22 10:00:00,24245.0,Low,Low,0.0
2018-04-22 11:00:00,23911.0,Low,Low,0.0
2018-04-22 12:00:00,23553.0,Low,Low,0.0
2018-04-22 13:00:00,23234.0,Low,Low,0.0
2018-04-22 14:00:00,22978.0,Low,Low,0.0
2018-04-22 15:00:00,22836.0,Low,Low,0.0
2018-04-22 16:00:00,23010.0,Low,Low,0.0
2018-04-22 17:00:00,23645.0,Low,Low,0.0
2018-04-22 18:00:00,24438.0,Low,Low,0.0
2018-04-22 19:00:00,25152.0,Low,Low,0.0
2018-04-22 20:00:00,26030.0,Low,Low,0.0
2018-04-22 21:00:00,27460.0,Low,Low,0.0
2018-04-22 22:00:00,26657.0,Low,Low,0.0
2018-04-22 23:00:00,24987.0,Low,Low,0.0
2018-04-23 00:00:00,23231.0,Low,Low,0.0
2018-04-23 01:00:00,22055.0,Low,Low,0.0
2018-04-23 02:00:00,21532.0,Low,Low,0.0
2018-04-23 03:00:00,21394.0,Low,Low,0.0
2018-04-23 04:00:00,21558.0,Low,Low,0.0
2018-04-23 05:00:00,22493.0,Low,Low,0.0
2018-04-23 06:00:00,24706.0,Low,Low,0.0
2018-04-23 07:00:00,27716.0,Low,Low,0.0
2018-04-23 08:00:00,29043.0,Low,Low,0.0
2018-04-23 09:00:00,28604.0,Low,Low,0.0
2018-04-23 10:00:00,27924.0,Low,Low,0.0
2018-04-23 11:00:00,27550.0,Low,Low,0.0
2018-04-23 12:00:00,27217.0,Low,Low,0.0
2018-04-23 13:00:00,27026.0,Low,Low,0.0
2018-04-23 14:00:00,27031.0,Low,Low,0.0
2018-04-23 15:00:00,26855.0,Low,Low,0.0
2018-04-23 16:00:00,26845.0,Low,Low,0.0
2018-04-23 17:00:00,27104.0,Low,Low,0.0
2018-04-23 18:00:00,27560.0,Low,Low,0.0
2018-04-23 19:00:00,27733.0,Low,Low,0.0
2018-04-23 20:00:00,28360.0,Low,Low,0.0
2018-04-23 21:00:00,29360.0,Low,Low,0.0
2018-04-23 22:00:00,28127.0,Low,Low,0.0
2018-04-23 23:00:00,25883.0,Low,Low,0.0
2018-04-24 00:00:00,23854.0,Low,Low,0.0
2018-04-24 01:00:00,22547.0,Low,Low,0.0
2018-04-24 02:00:00,21749.0,Low,Low,0.0
2018-04-24 03:00:00,21500.0,Low,Low,0.0
2018-04-24 04:00:00,21501.0,Low,Low,0.0
2018-04-24 05:00:00,22333.0,Low,Low,0.0
2018-04-24 06:00:00,24441.0,Low,Low,0.0
2018-04-24 07:00:00,27214.0,Low,Low,0.0
2018-04-24 08:00:00,28530.0,Low,Low,0.0
2018-04-24 09:00:00,28435.0,Low,Low,0.0
2018-04-24 10:00:00,28099.0,Low,Low,0.0
2018-04-24 11:00:00,27958.0,Low,Low,0.0
2018-04-24 12:00:00,27768.0,Low,Low,0.0
2018-04-24 13:00:00,27728.0,Low,Low,0.0
2018-04-24 14:00:00,27794.0,Low,Low,0.0
2018-04-24 15:00:00,27688.0,Low,Low,0.0
2018-04-24 16:00:00,27749.0,Low,Low,0.0
2018-04-24 17:00:00,28036.0,Low,Low,0.0
2018-04-24 18:00:00,28461.0,Low,Low,0.0
2018-04-24 19:00:00,28801.0,Low,Low,0.0
2018-04-24 20:00:00,29457.0,Low,Low,0.0
2018-04-24 21:00:00,29798.0,Low,Low,0.0
2018-04-24 22:00:00,28450.0,Low,Low,0.0
2018-04-24 23:00:00,26233.0,Low,Low,0.0
2018-04-25 00:00:00,24340.0,Low,Low,0.0
2018-04-25 01:00:00,22807.0,Low,Low,0.0
2018-04-25 02:00:00,21973.0,Low,Low,0.0
2018-04-25 03:00:00,21605.0,Low,Low,0.0
2018-04-25 04:00:00,21532.0,Low,Low,0.0
2018-04-25 05:00:00,22196.0,Low,Low,0.0
2018-04-25 06:00:00,23950.0,Low,Low,0.0
2018-04-25 07:00:00,26886.0,Low,Low,0.0
2018-04-25 08:00:00,28619.0,Low,Low,0.0
2018-04-25 09:00:00,29148.0,Low,Low,0.0
2018-04-25 10:00:00,29356.0,Low,Low,0.0
2018-04-25 11:00:00,29524.0,Low,Low,0.0
2018-04-25 12:00:00,29416.0,Low,Low,0.0
2018-04-25 13:00:00,29087.0,Low,Low,0.0
2018-04-25 14:00:00,28947.0,Low,Low,0.0
2018-04-25 15:00:00,28680.0,Low,Low,0.0
2018-04-25 16:00:00,28536.0,Low,Low,0.0
2018-04-25 17:00:00,28672.0,Low,Low,0.0
2018-04-25 18:00:00,29008.0,Low,Low,0.0
2018-04-25 19:00:00,28965.0,Low,Low,0.0
2018-04-25 20:00:00,29338.0,Low,Low,0.0
2018-04-25 21:00:00,29754.0,Low,Low,0.0
2018-04-25 22:00:00,28457.0,Low,Low,0.0
2018-04-25 23:00:00,26243.0,Low,Low,0.0
2018-04-26 00:00:00,24107.0,Low,Low,0.0
2018-04-26 01:00:00,22588.0,Low,Low,0.0
2018-04-26 02:00:00,21731.0,Low,Low,0.0
2018-04-26 03:00:00,21326.0,Low,Low,0.0
2018-04-26 04:00:00,21296.0,Low,Low,0.0
2018-04-26 05:00:00,21916.0,Low,Low,0.0
2018-04-26 06:00:00,23825.0,Low,Low,0.0
2018-04-26 07:00:00,26592.0,Low,Low,0.0
2018-04-26 08:00:00,27966.0,Low,Low,0.0
2018-04-26 09:00:00,27830.0,Low,Low,0.0
2018-04-26 10:00:00,27474.0,Low,Low,0.0
2018-04-26 11:00:00,27225.0,Low,Low,0.0
2018-04-26 12:00:00,26944.0,Low,Low,0.0
2018-04-26 13:00:00,26716.0,Low,Low,0.0
2018-04-26 14:00:00,26666.0,Low,Low,0.0
2018-04-26 15:00:00,26505.0,Low,Low,0.0
2018-04-26 16:00:00,26633.0,Low,Low,0.0
2018-04-26 17:00:00,26997.0,Low,Low,0.0
2018-04-26 18:00:00,27402.0,Low,Low,0.0
2018-04-26 19:00:00,27589.0,Low,Low,0.0
2018-04-26 20:00:00,28016.0,Low,Low,0.0
2018-04-26 21:00:00,29063.0,Low,Low,0.0
2018-04-26 22:00:00,28047.0,Low,Low,0.0
2018-04-26 23:00:00,25875.0,Low,Low,0.0
2018-04-27 00:00:00,23786.0,Low,Low,0.0
2018-04-27 01:00:00,22269.0,Low,Low,0.0
2018-04-27 02:00:00,21382.0,Low,Low,0.0
2018-04-27 03:00:00,20900.0,Low,Low,0.0
2018-04-27 04:00:00,20867.0,Low,Low,0.0
2018-04-27 05:00:00,21383.0,Low,Low,0.0
2018-04-27 06:00:00,23182.0,Low,Low,0.0
2018-04-27 07:00:00,26011.0,Low,Low,0.0
2018-04-27 08:00:00,27731.0,Low,Low,0.0
2018-04-27 09:00:00,28756.0,Low,Low,0.0
2018-04-27 10:00:00,28992.0,Low,Low,0.0
2018-04-27 11:00:00,29187.0,Low,Low,0.0
2018-04-27 12:00:00,28762.0,Low,Low,0.0
2018-04-27 13:00:00,28549.0,Low,Low,0.0
2018-04-27 14:00:00,28435.0,Low,Low,0.0
2018-04-27 15:00:00,28007.0,Low,Low,0.0
2018-04-27 16:00:00,27725.0,Low,Low,0.0
2018-04-27 17:00:00,27738.0,Low,Low,0.0
2018-04-27 18:00:00,27780.0,Low,Low,0.0
2018-04-27 19:00:00,27608.0,Low,Low,0.0
2018-04-27 20:00:00,27704.0,Low,Low,0.0
2018-04-27 21:00:00,28189.0,Low,Low,0.0
2018-04-27 22:00:00,27341.0,Low,Low,0.0
2018-04-27 23:00:00,25721.0,Low,Low,0.0
2018-04-28 00:00:00,23895.0,Low,Low,0.0
2018-04-28 01:00:00,22647.0,Low,Low,0.0
2018-04-28 02:00:00,21646.0,Low,Low,0.0
2018-04-28 03:00:00,21058.0,Low,Low,0.0
2018-04-28 04:00:00,20853.0,Low,Low,0.0
2018-04-28 05:00:00,21022.0,Low,Low,0.0
2018-04-28 06:00:00,21731.0,Low,Low,0.0
2018-04-28 07:00:00,22567.0,Low,Low,0.0
2018-04-28 08:00:00,23732.0,Low,Low,0.0
2018-04-28 09:00:00,24717.0,Low,Low,0.0
2018-04-28 10:00:00,24882.0,Low,Low,0.0
2018-04-28 11:00:00,24582.0,Low,Low,0.0
2018-04-28 12:00:00,24322.0,Low,Low,0.0
2018-04-28 13:00:00,24069.0,Low,Low,0.0
2018-04-28 14:00:00,23840.0,Low,Low,0.0
2018-04-28 15:00:00,23864.0,Low,Low,0.0
2018-04-28 16:00:00,24086.0,Low,Low,0.0
2018-04-28 17:00:00,24481.0,Low,Low,0.0
2018-04-28 18:00:00,25040.0,Low,Low,0.0
2018-04-28 19:00:00,25429.0,Low,Low,0.0
2018-04-28 20:00:00,25867.0,Low,Low,0.0
2018-04-28 21:00:00,26323.0,Low,Low,0.0
2018-04-28 22:00:00,25659.0,Low,Low,0.0
2018-04-28 23:00:00,24353.0,Low,Low,0.0
2018-04-29 00:00:00,22804.0,Low,Low,0.0
2018-04-29 01:00:00,21493.0,Low,Low,0.0
2018-04-29 02:00:00,20633.0,Low,Low,0.0
2018-04-29 03:00:00,20117.0,Low,Low,0.0
2018-04-29 04:00:00,19953.0,Low,Low,0.0
2018-04-29 05:00:00,20063.0,Low,Low,0.0
2018-04-29 06:00:00,20594.0,Low,Low,0.0
2018-04-29 07:00:00,21229.0,Low,Low,0.0
2018-04-29 08:00:00,22233.0,Low,Low,0.0
2018-04-29 09:00:00,23379.0,Low,Low,0.0
2018-04-29 10:00:00,24064.0,Low,Low,0.0
2018-04-29 11:00:00,24128.0,Low,Low,0.0
2018-04-29 12:00:00,24168.0,Low,Low,0.0
2018-04-29 13:00:00,24216.0,Low,Low,0.0
2018-04-29 14:00:00,24023.0,Low,Low,0.0
2018-04-29 15:00:00,23854.0,Low,Low,0.0
2018-04-29 16:00:00,24025.0,Low,Low,0.0
2018-04-29 17:00:00,24608.0,Low,Low,0.0
2018-04-29 18:00:00,25350.0,Low,Low,0.0
2018-04-29 19:00:00,25974.0,Low,Low,0.0
2018-04-29 20:00:00,26848.0,Low,Low,0.0
2018-04-29 21:00:00,28051.0,Low,Low,0.0
2018-04-29 22:00:00,27409.0,Low,Low,0.0
2018-04-29 23:00:00,25790.0,Low,Low,0.0
2018-04-30 00:00:00,24068.0,Low,Low,0.0
2018-04-30 01:00:00,22920.0,Low,Low,0.0
2018-04-30 02:00:00,22410.0,Low,Low,0.0
2018-04-30 03:00:00,22264.0,Low,Low,0.0
2018-04-30 04:00:00,22395.0,Low,Low,0.0
2018-04-30 05:00:00,23228.0,Low,Low,0.0
2018-04-30 06:00:00,25439.0,Low,Low,0.0
2018-04-30 07:00:00,28420.0,Low,Low,0.0
2018-04-30 08:00:00,29958.0,Low,Low,0.0
2018-04-30 09:00:00,29829.0,Low,Low,0.0
2018-04-30 10:00:00,29330.0,Low,Low,0.0
2018-04-30 11:00:00,28876.0,Low,Low,0.0
2018-04-30 12:00:00,28569.0,Low,Low,0.0
2018-04-30 13:00:00,28290.0,Low,Low,0.0
2018-04-30 14:00:00,28012.0,Low,Low,0.0
2018-04-30 15:00:00,27667.0,Low,Low,0.0
2018-04-30 16:00:00,27382.0,Low,Low,0.0
2018-04-30 17:00:00,27560.0,Low,Low,0.0
2018-04-30 18:00:00,28001.0,Low,Low,0.0
2018-04-30 19:00:00,28125.0,Low,Low,0.0
2018-04-30 20:00:00,28520.0,Low,Low,0.0
2018-04-30 21:00:00,29527.0,Low,Low,0.0
2018-04-30 22:00:00,28487.0,Low,Low,0.0
2018-04-30 23:00:00,26211.0,Low,Low,0.0
2018-05-01 00:00:00,24199.0,Low,Low,0.0
2018-05-01 01:00:00,22779.0,Low,Low,0.0
2018-05-01 02:00:00,22121.0,Low,Low,0.0
2018-05-01 03:00:00,21854.0,Low,Low,0.0
2018-05-01 04:00:00,21971.0,Low,Low,0.0
2018-05-01 05:00:00,22795.0,Low,Low,0.0
2018-05-01 06:00:00,24781.0,Low,Low,0.0
2018-05-01 07:00:00,27567.0,Low,Low,0.0
2018-05-01 08:00:00,28633.0,Low,Low,0.0
2018-05-01 09:00:00,28067.0,Low,Low,0.0
2018-05-01 10:00:00,27568.0,Low,Low,0.0
2018-05-01 11:00:00,27407.0,Low,Low,0.0
2018-05-01 12:00:00,27239.0,Low,Low,0.0
2018-05-01 13:00:00,27220.0,Low,Low,0.0
2018-05-01 14:00:00,27450.0,Low,Low,0.0
2018-05-01 15:00:00,27560.0,Low,Low,0.0
2018-05-01 16:00:00,27881.0,Low,Low,0.0
2018-05-01 17:00:00,28549.0,Low,Low,0.0
2018-05-01 18:00:00,29123.0,Low,Low,0.0
2018-05-01 19:00:00,29221.0,Low,Low,0.0
2018-05-01 20:00:00,29294.0,Low,Low,0.0
2018-05-01 21:00:00,30195.0,Low,Low,0.0
2018-05-01 22:00:00,28966.0,Low,Low,0.0
2018-05-01 23:00:00,26606.0,Low,Low,0.0
2018-05-02 00:00:00,24312.0,Low,Low,0.0
2018-05-02 01:00:00,22582.0,Low,Low,0.0
2018-05-02 02:00:00,21555.0,Low,Low,0.0
2018-05-02 03:00:00,20953.0,Low,Low,0.0
2018-05-02 04:00:00,20767.0,Low,Low,0.0
2018-05-02 05:00:00,21239.0,Low,Low,0.0
2018-05-02 06:00:00,22983.0,Low,Low,0.0
2018-05-02 07:00:00,25485.0,Low,Low,0.0
2018-05-02 08:00:00,27167.0,Low,Low,0.0
2018-05-02 09:00:00,27689.0,Low,Low,0.0
2018-05-02 10:00:00,28225.0,Low,Low,0.0
2018-05-02 11:00:00,28966.0,Low,Low,0.0
2018-05-02 12:00:00,29636.0,Low,Low,0.0
2018-05-02 13:00:00,30252.0,Low,Low,0.0
2018-05-02 14:00:00,31029.0,Low,Low,0.0
2018-05-02 15:00:00,31772.0,Low,Low,0.0
2018-05-02 16:00:00,32605.0,Low,Low,0.0
2018-05-02 17:00:00,33552.0,Low,Low,0.0
2018-05-02 18:00:00,34236.0,Low,Low,0.35
2018-05-02 19:00:00,34096.0,Low,Low,0.36
2018-05-02 20:00:00,33736.0,Low,Low,1.86
2018-05-02 21:00:00,34347.0,Medium,Low,0.73
2018-05-02 22:00:00,33061.0,Low,Low,0.99
2018-05-02 23:00:00,30147.0,Low,Low,0.52
2018-05-03 00:00:00,27300.0,Low,Low,0.45
2018-05-03 01:00:00,25049.0,Low,Low,0.0
2018-05-03 02:00:00,23686.0,Low,Low,0.0
2018-05-03 03:00:00,22831.0,Low,Low,0.0
2018-05-03 04:00:00,22599.0,Low,Low,0.0
2018-05-03 05:00:00,22635.0,Low,Low,0.0
2018-05-03 06:00:00,24263.0,Low,Low,0.0
2018-05-03 07:00:00,26732.0,Low,Low,0.0
2018-05-03 08:00:00,28772.0,Low,Low,0.45
2018-05-03 09:00:00,29993.0,Low,Low,0.45
2018-05-03 10:00:00,31205.0,Low,Low,0.91
2018-05-03 11:00:00,32458.0,Low,Low,0.91
2018-05-03 12:00:00,33988.0,Low,Low,0.91
2018-05-03 13:00:00,35480.0,Medium,Medium,1.92
2018-05-03 14:00:00,36794.0,Medium,Medium,5.54
2018-05-03 15:00:00,38008.0,Medium,Medium,7.04
2018-05-03 16:00:00,39293.0,Medium,Medium,10.04
2018-05-03 17:00:00,40383.0,High,High,50.75
2018-05-03 18:00:00,40953.0,High,High,72.44
2018-05-03 19:00:00,40444.0,High,High,64.95
2018-05-03 20:00:00,39382.0,Medium,Medium,42.26
2018-05-03 21:00:00,39236.0,Medium,Medium,16.62
2018-05-03 22:00:00,37570.0,Medium,Medium,11.99
2018-05-03 23:00:00,34455.0,Medium,Medium,5.05
2018-05-04 00:00:00,31335.0,Low,Low,0.67
2018-05-04 01:00:00,28724.0,Low,Low,0.0
2018-05-04 02:00:00,26952.0,Low,Low,0.0
2018-05-04 03:00:00,25829.0,Low,Low,0.0
2018-05-04 04:00:00,25211.0,Low,Low,0.0
2018-05-04 05:00:00,25190.0,Low,Low,0.0
2018-05-04 06:00:00,26633.0,Low,Low,0.0
2018-05-04 07:00:00,29020.0,Low,Low,0.0
2018-05-04 08:00:00,31121.0,Low,Low,0.01
2018-05-04 09:00:00,32232.0,Low,Low,0.01
2018-05-04 10:00:00,32770.0,Low,Low,0.51
2018-05-04 11:00:00,33223.0,Low,Medium,1.31
2018-05-04 12:00:00,34125.0,Low,Medium,1.81
2018-05-04 13:00:00,35212.0,Medium,Medium,4.45
2018-05-04 14:00:00,36522.0,Medium,Medium,7.09
2018-05-04 15:00:00,37863.0,Medium,Medium,7.2
2018-05-04 16:00:00,38851.0,Medium,Medium,11.65
2018-05-04 17:00:00,39502.0,Medium,Medium,28.84
2018-05-04 18:00:00,39347.0,Medium,High,51.85
2018-05-04 19:00:00,38320.0,Medium,Medium,24.56
2018-05-04 20:00:00,37269.0,Medium,Medium,11.52
2018-05-04 21:00:00,37244.0,Medium,Medium,7.84
2018-05-04 22:00:00,35617.0,Medium,Medium,4.97
2018-05-04 23:00:00,33295.0,Low,Medium,2.03
2018-05-05 00:00:00,30118.0,Low,Low,0.09
2018-05-05 01:00:00,27453.0,Low,Low,0.0
2018-05-05 02:00:00,25600.0,Low,Low,0.0
2018-05-05 03:00:00,24195.0,Low,Low,0.0
2018-05-05 04:00:00,23310.0,Low,Low,0.0
2018-05-05 05:00:00,22776.0,Low,Low,0.0
2018-05-05 06:00:00,22918.0,Low,Low,0.0
2018-05-05 07:00:00,23159.0,Low,Low,0.0
2018-05-05 08:00:00,24027.0,Low,Low,0.0
2018-05-05 09:00:00,25425.0,Low,Low,0.0
2018-05-05 10:00:00,26249.0,Low,Low,0.0
2018-05-05 11:00:00,26722.0,Low,Low,0.0
2018-05-05 12:00:00,27149.0,Low,Low,0.0
2018-05-05 13:00:00,27317.0,Low,Low,0.0
2018-05-05 14:00:00,27563.0,Low,Low,0.0
2018-05-05 15:00:00,27661.0,Low,Low,0.0
2018-05-05 16:00:00,27610.0,Low,Low,0.0
2018-05-05 17:00:00,27446.0,Low,Low,0.0
2018-05-05 18:00:00,27330.0,Low,Low,0.0
2018-05-05 19:00:00,27066.0,Low,Low,0.0
2018-05-05 20:00:00,27028.0,Low,Low,0.0
2018-05-05 21:00:00,27611.0,Low,Low,0.0
2018-05-05 22:00:00,26848.0,Low,Low,0.0
2018-05-05 23:00:00,25334.0,Low,Low,0.0
2018-05-06 00:00:00,23572.0,Low,Low,0.0
2018-05-06 01:00:00,22113.0,Low,Low,0.0
2018-05-06 02:00:00,21077.0,Low,Low,0.0
2018-05-06 03:00:00,20395.0,Low,Low,0.0
2018-05-06 04:00:00,20017.0,Low,Low,0.0
2018-05-06 05:00:00,19937.0,Low,Low,0.0
2018-05-06 06:00:00,20204.0,Low,Low,0.0
2018-05-06 07:00:00,20526.0,Low,Low,0.0
2018-05-06 08:00:00,21447.0,Low,Low,0.0
2018-05-06 09:00:00,22870.0,Low,Low,0.0
2018-05-06 10:00:00,24012.0,Low,Low,0.0
2018-05-06 11:00:00,24673.0,Low,Low,0.0
2018-05-06 12:00:00,24998.0,Low,Low,0.0
2018-05-06 13:00:00,25207.0,Low,Low,0.0
2018-05-06 14:00:00,25194.0,Low,Low,0.0
2018-05-06 15:00:00,25133.0,Low,Low,0.0
2018-05-06 16:00:00,25236.0,Low,Low,0.0
2018-05-06 17:00:00,25666.0,Low,Low,0.0
2018-05-06 18:00:00,26313.0,Low,Low,0.0
2018-05-06 19:00:00,26640.0,Low,Low,0.0
2018-05-06 20:00:00,26881.0,Low,Low,0.0
2018-05-06 21:00:00,27534.0,Low,Low,0.0
2018-05-06 22:00:00,26615.0,Low,Low,0.0
2018-05-06 23:00:00,24846.0,Low,Low,0.0
2018-05-07 00:00:00,22981.0,Low,Low,0.0
2018-05-07 01:00:00,21592.0,Low,Low,0.0
2018-05-07 02:00:00,20810.0,Low,Low,0.0
2018-05-07 03:00:00,20439.0,Low,Low,0.0
2018-05-07 04:00:00,20327.0,Low,Low,0.0
2018-05-07 05:00:00,20919.0,Low,Low,0.0
2018-05-07 06:00:00,22688.0,Low,Low,0.0
2018-05-07 07:00:00,25220.0,Low,Low,0.0
2018-05-07 08:00:00,27035.0,Low,Low,0.0
2018-05-07 09:00:00,27629.0,Low,Low,0.0
2018-05-07 10:00:00,27830.0,Low,Low,0.0
2018-05-07 11:00:00,28210.0,Low,Low,0.0
2018-05-07 12:00:00,28321.0,Low,Low,0.0
2018-05-07 13:00:00,28467.0,Low,Low,0.0
2018-05-07 14:00:00,28974.0,Low,Low,0.0
2018-05-07 15:00:00,29432.0,Low,Low,0.0
2018-05-07 16:00:00,29895.0,Low,Low,0.0
2018-05-07 17:00:00,30356.0,Low,Low,0.0
2018-05-07 18:00:00,30657.0,Low,Low,0.0
2018-05-07 19:00:00,30435.0,Low,Low,0.0
2018-05-07 20:00:00,30159.0,Low,Low,0.0
2018-05-07 21:00:00,30673.0,Low,Low,0.0
2018-05-07 22:00:00,29429.0,Low,Low,0.0
2018-05-07 23:00:00,26895.0,Low,Low,0.0
2018-05-08 00:00:00,24448.0,Low,Low,0.0
2018-05-08 01:00:00,22631.0,Low,Low,0.0
2018-05-08 02:00:00,21586.0,Low,Low,0.0
2018-05-08 03:00:00,21026.0,Low,Low,0.0
2018-05-08 04:00:00,20869.0,Low,Low,0.0
2018-05-08 05:00:00,21336.0,Low,Low,0.0
2018-05-08 06:00:00,22973.0,Low,Low,0.0
2018-05-08 07:00:00,25371.0,Low,Low,0.0
2018-05-08 08:00:00,27070.0,Low,Low,0.0
2018-05-08 09:00:00,27606.0,Low,Low,0.0
2018-05-08 10:00:00,27860.0,Low,Low,0.0
2018-05-08 11:00:00,28114.0,Low,Low,0.0
2018-05-08 12:00:00,28450.0,Low,Low,0.0
2018-05-08 13:00:00,28764.0,Low,Low,0.0
2018-05-08 14:00:00,29253.0,Low,Low,0.0
2018-05-08 15:00:00,29640.0,Low,Low,0.0
2018-05-08 16:00:00,30168.0,Low,Low,0.0
2018-05-08 17:00:00,30824.0,Low,Low,0.0
2018-05-08 18:00:00,31277.0,Low,Low,0.0
2018-05-08 19:00:00,30984.0,Low,Low,0.0
2018-05-08 20:00:00,30483.0,Low,Low,0.0
2018-05-08 21:00:00,30805.0,Low,Low,0.0
2018-05-08 22:00:00,29614.0,Low,Low,0.0
2018-05-08 23:00:00,26986.0,Low,Low,0.0
