datetime,actual_demand_mw,predicted_demand_mw,model
2018-07-18 13:00:00,40359.0,40089.895,xgboost_regressor
2018-07-18 14:00:00,41680.0,41417.242,xgboost_regressor
2018-07-18 15:00:00,42771.0,42445.41,xgboost_regressor
2018-07-18 16:00:00,43742.0,43334.957,xgboost_regressor
2018-07-18 17:00:00,44607.0,44516.8,xgboost_regressor
2018-07-18 18:00:00,45057.0,45221.348,xgboost_regressor
2018-07-18 19:00:00,44294.0,43446.19,xgboost_regressor
2018-07-18 20:00:00,42401.0,42789.125,xgboost_regressor
2018-07-18 21:00:00,40363.0,41278.19,xgboost_regressor
2018-07-18 22:00:00,38647.0,38882.016,xgboost_regressor
2018-07-18 23:00:00,35276.0,35864.31,xgboost_regressor
2018-07-19 00:00:00,31896.0,32286.566,xgboost_regressor
2018-07-19 01:00:00,29092.0,29846.863,xgboost_regressor
2018-07-19 02:00:00,27128.0,27563.879,xgboost_regressor
2018-07-19 03:00:00,25875.0,26558.525,xgboost_regressor
2018-07-19 04:00:00,25119.0,25581.383,xgboost_regressor
2018-07-19 05:00:00,25063.0,25595.93,xgboost_regressor
2018-07-19 06:00:00,26089.0,26717.527,xgboost_regressor
2018-07-19 07:00:00,27824.0,28137.0,xgboost_regressor
2018-07-19 08:00:00,30110.0,29870.988,xgboost_regressor
2018-07-19 09:00:00,31871.0,31963.252,xgboost_regressor
2018-07-19 10:00:00,33321.0,33604.508,xgboost_regressor
2018-07-19 11:00:00,34909.0,34826.46,xgboost_regressor
2018-07-19 12:00:00,36419.0,36446.54,xgboost_regressor
2018-07-19 13:00:00,37768.0,37706.656,xgboost_regressor
2018-07-19 14:00:00,39359.0,38942.8,xgboost_regressor
2018-07-19 15:00:00,40755.0,40613.48,xgboost_regressor
2018-07-19 16:00:00,42256.0,41853.49,xgboost_regressor
2018-07-19 17:00:00,43598.0,43299.246,xgboost_regressor
2018-07-19 18:00:00,44317.0,44545.746,xgboost_regressor
2018-07-19 19:00:00,43602.0,43124.082,xgboost_regressor
2018-07-19 20:00:00,41774.0,42508.727,xgboost_regressor
2018-07-19 21:00:00,39779.0,40615.633,xgboost_regressor
2018-07-19 22:00:00,38082.0,38150.707,xgboost_regressor
2018-07-19 23:00:00,34983.0,35382.09,xgboost_regressor
2018-07-20 00:00:00,31740.0,31948.496,xgboost_regressor
2018-07-20 01:00:00,29098.0,29253.033,xgboost_regressor
2018-07-20 02:00:00,27369.0,27379.576,xgboost_regressor
2018-07-20 03:00:00,26175.0,26333.215,xgboost_regressor
2018-07-20 04:00:00,25451.0,25383.734,xgboost_regressor
2018-07-20 05:00:00,25507.0,25649.8,xgboost_regressor
2018-07-20 06:00:00,26442.0,26880.56,xgboost_regressor
2018-07-20 07:00:00,28164.0,28567.88,xgboost_regressor
2018-07-20 08:00:00,30736.0,29763.52,xgboost_regressor
2018-07-20 09:00:00,33148.0,32160.717,xgboost_regressor
2018-07-20 10:00:00,35273.0,34651.938,xgboost_regressor
2018-07-20 11:00:00,37203.0,36610.73,xgboost_regressor
2018-07-20 12:00:00,38779.0,38491.145,xgboost_regressor
2018-07-20 13:00:00,39996.0,39883.566,xgboost_regressor
2018-07-20 14:00:00,41134.0,40871.79,xgboost_regressor
2018-07-20 15:00:00,42019.0,42009.05,xgboost_regressor
2018-07-20 16:00:00,42758.0,42645.734,xgboost_regressor
2018-07-20 17:00:00,43320.0,43163.5,xgboost_regressor
2018-07-20 18:00:00,43254.0,43860.203,xgboost_regressor
2018-07-20 19:00:00,41754.0,42184.35,xgboost_regressor
2018-07-20 20:00:00,39593.0,40433.23,xgboost_regressor
2018-07-20 21:00:00,37810.0,38594.344,xgboost_regressor
2018-07-20 22:00:00,36564.0,36666.38,xgboost_regressor
2018-07-20 23:00:00,34018.0,34167.438,xgboost_regressor
2018-07-21 00:00:00,31204.0,31254.559,xgboost_regressor
2018-07-21 01:00:00,28751.0,28738.105,xgboost_regressor
2018-07-21 02:00:00,26963.0,27036.197,xgboost_regressor
2018-07-21 03:00:00,25831.0,25878.904,xgboost_regressor
2018-07-21 04:00:00,25041.0,25233.318,xgboost_regressor
2018-07-21 05:00:00,24745.0,24839.121,xgboost_regressor
2018-07-21 06:00:00,24910.0,25243.275,xgboost_regressor
2018-07-21 07:00:00,25327.0,25741.666,xgboost_regressor
2018-07-21 08:00:00,26759.0,26517.195,xgboost_regressor
2018-07-21 09:00:00,28749.0,28520.62,xgboost_regressor
2018-07-21 10:00:00,30453.0,30129.396,xgboost_regressor
2018-07-21 11:00:00,31587.0,31764.012,xgboost_regressor
2018-07-21 12:00:00,32231.0,32904.707,xgboost_regressor
2018-07-21 13:00:00,32417.0,33384.5,xgboost_regressor
2018-07-21 14:00:00,32255.0,33309.02,xgboost_regressor
2018-07-21 15:00:00,31885.0,32923.125,xgboost_regressor
2018-07-21 16:00:00,31466.0,32590.121,xgboost_regressor
2018-07-21 17:00:00,31259.0,32280.314,xgboost_regressor
2018-07-21 18:00:00,31147.0,31904.426,xgboost_regressor
2018-07-21 19:00:00,30843.0,31547.59,xgboost_regressor
2018-07-21 20:00:00,30498.0,31285.729,xgboost_regressor
2018-07-21 21:00:00,30608.0,30786.879,xgboost_regressor
2018-07-21 22:00:00,30115.0,30348.523,xgboost_regressor
2018-07-21 23:00:00,28870.0,28683.127,xgboost_regressor
2018-07-22 00:00:00,27413.0,27067.484,xgboost_regressor
2018-07-22 01:00:00,26051.0,25343.938,xgboost_regressor
2018-07-22 02:00:00,25053.0,24589.66,xgboost_regressor
2018-07-22 03:00:00,24463.0,23771.145,xgboost_regressor
2018-07-22 04:00:00,24053.0,23761.988,xgboost_regressor
2018-07-22 05:00:00,23872.0,23984.98,xgboost_regressor
2018-07-22 06:00:00,23972.0,24491.477,xgboost_regressor
2018-07-22 07:00:00,24019.0,24785.229,xgboost_regressor
2018-07-22 08:00:00,24967.0,25099.148,xgboost_regressor
2018-07-22 09:00:00,26719.0,26168.275,xgboost_regressor
2018-07-22 10:00:00,28581.0,27980.965,xgboost_regressor
2018-07-22 11:00:00,30291.0,29382.078,xgboost_regressor
2018-07-22 12:00:00,32147.0,31092.092,xgboost_regressor
2018-07-22 13:00:00,34052.0,32896.16,xgboost_regressor
2018-07-22 14:00:00,35498.0,35023.875,xgboost_regressor
2018-07-22 15:00:00,36544.0,35831.27,xgboost_regressor
2018-07-22 16:00:00,37274.0,37142.082,xgboost_regressor
2018-07-22 17:00:00,38288.0,37421.426,xgboost_regressor
2018-07-22 18:00:00,38878.0,38500.805,xgboost_regressor
2018-07-22 19:00:00,38254.0,37371.85,xgboost_regressor
2018-07-22 20:00:00,37374.0,36808.7,xgboost_regressor
2018-07-22 21:00:00,36995.0,36067.15,xgboost_regressor
2018-07-22 22:00:00,36331.0,35226.64,xgboost_regressor
2018-07-22 23:00:00,34405.0,33634.14,xgboost_regressor
