datetime,demand_mw,hour,day_of_week,month,year,day_of_year,is_weekend,is_business_hour,lag_1h,lag_2h,lag_24h,lag_48h,lag_168h,rolling_mean_6h,rolling_mean_24h,rolling_mean_168h
2015-08-11 01:00:00,28663.0,1,1,8,2015,223,0,0,30822.0,33334.0,28425.0,27307.0,33888.0,35146.166666666664,33553.041666666664,34683.42261904762
2015-08-11 02:00:00,27349.0,2,1,8,2015,223,0,0,28663.0,30822.0,26927.0,25687.0,31851.0,33728.833333333336,33562.958333333336,34652.32142857143
2015-08-11 03:00:00,26496.0,3,1,8,2015,223,0,0,27349.0,28663.0,26020.0,24583.0,30418.0,32168.333333333332,33580.541666666664,34625.52380952381
2015-08-11 04:00:00,26098.0,4,1,8,2015,223,0,0,26496.0,27349.0,25605.0,23870.0,29480.0,30420.5,33600.375,34602.17857142857
2015-08-11 05:00:00,26498.0,5,1,8,2015,223,0,0,26098.0,26496.0,25969.0,23559.0,29353.0,28793.666666666668,33620.916666666664,34582.04761904762
2015-08-11 06:00:00,28123.0,6,1,8,2015,223,0,0,26498.0,26098.0,27465.0,23638.0,30519.0,27654.333333333332,33642.958333333336,34565.05357142857
2015-08-11 07:00:00,30679.0,7,1,8,2015,223,0,0,28123.0,26498.0,29530.0,23620.0,32346.0,27204.5,33670.375,34550.791666666664
2015-08-11 08:00:00,32785.0,8,1,8,2015,223,0,1,30679.0,28123.0,31840.0,24825.0,34454.0,27540.5,33718.25,34540.869047619046
2015-08-11 09:00:00,34399.0,9,1,8,2015,223,0,1,32785.0,30679.0,33724.0,27102.0,36939.0,28446.5,33757.625,34530.93452380953
2015-08-11 10:00:00,35797.0,10,1,8,2015,223,0,1,34399.0,32785.0,35167.0,29466.0,39663.0,29763.666666666668,33785.75,34515.81547619047
2015-08-11 11:00:00,37360.0,11,1,8,2015,223,0,1,35797.0,34399.0,36586.0,31598.0,42421.0,31380.166666666668,33812.0,34492.80357142857
2015-08-11 12:00:00,38489.0,12,1,8,2015,223,0,1,37360.0,35797.0,37412.0,33585.0,44699.0,33190.5,33844.25,34462.67857142857
2015-08-11 13:00:00,39506.0,13,1,8,2015,223,0,1,38489.0,37360.0,37946.0,35372.0,46560.0,34918.166666666664,33889.125,34425.71428571428
2015-08-11 14:00:00,40763.0,14,1,8,2015,223,0,1,39506.0,38489.0,38442.0,36680.0,48037.0,36389.333333333336,33954.125,34383.72619047619
2015-08-11 15:00:00,41769.0,15,1,8,2015,223,0,1,40763.0,39506.0,38626.0,37578.0,49039.0,37719.0,34050.833333333336,34340.42857142857
2015-08-11 16:00:00,42323.0,16,1,8,2015,223,0,1,41769.0,40763.0,38545.0,38150.0,49770.0,38947.333333333336,34181.791666666664,34297.15476190476
2015-08-11 17:00:00,42835.0,17,1,8,2015,223,0,1,42323.0,41769.0,38227.0,38687.0,50324.0,40035.0,34339.208333333336,34252.82738095238
2015-08-11 18:00:00,42728.0,18,1,8,2015,223,0,1,42835.0,42323.0,37940.0,38945.0,50156.0,40947.5,34531.208333333336,34208.25
2015-08-11 19:00:00,41785.0,19,1,8,2015,223,0,0,42728.0,42835.0,37167.0,38351.0,48609.0,41654.0,34730.708333333336,34164.03571428572
2015-08-11 20:00:00,40344.0,20,1,8,2015,223,0,0,41785.0,42728.0,36712.0,37054.0,46225.0,42033.833333333336,34923.125,34123.416666666664
2015-08-11 21:00:00,39869.0,21,1,8,2015,223,0,0,40344.0,41785.0,36983.0,36903.0,44510.0,41964.0,35074.458333333336,34088.41071428572
2015-08-11 22:00:00,38427.0,22,1,8,2015,223,0,0,39869.0,40344.0,35859.0,35863.0,42467.0,41647.333333333336,35194.708333333336,34060.78571428572
2015-08-11 23:00:00,35371.0,23,1,8,2015,223,0,0,38427.0,39869.0,33334.0,33461.0,38646.0,40998.0,35301.708333333336,34036.73809523809
2015-08-12 00:00:00,32214.0,0,2,8,2015,224,0,0,35371.0,38427.0,30822.0,30719.0,34829.0,39754.0,35386.583333333336,34017.244047619046
2015-08-12 01:00:00,29568.0,1,2,8,2015,224,0,0,32214.0,35371.0,28663.0,28425.0,31693.0,38001.666666666664,35444.583333333336,34001.67857142857
2015-08-12 02:00:00,27714.0,2,2,8,2015,224,0,0,29568.0,32214.0,27349.0,26927.0,29575.0,35965.5,35482.291666666664,33989.02976190476
2015-08-12 03:00:00,26565.0,3,2,8,2015,224,0,0,27714.0,29568.0,26496.0,26020.0,28200.0,33860.5,35497.5,33977.95238095238
2015-08-12 04:00:00,25870.0,4,2,8,2015,224,0,0,26565.0,27714.0,26098.0,25605.0,27373.0,31643.166666666668,35500.375,33968.22023809524
2015-08-12 05:00:00,25874.0,5,2,8,2015,224,0,0,25870.0,26565.0,26498.0,25969.0,27383.0,29550.333333333332,35490.875,33959.27380952381
2015-08-12 06:00:00,27151.0,6,2,8,2015,224,0,0,25874.0,25870.0,28123.0,27465.0,28568.0,27967.5,35464.875,33950.291666666664
2015-08-12 07:00:00,29093.0,7,2,8,2015,224,0,0,27151.0,25874.0,30679.0,29530.0,30417.0,27123.666666666668,35424.375,33941.857142857145
2015-08-12 08:00:00,31415.0,8,2,8,2015,224,0,1,29093.0,27151.0,32785.0,31840.0,32406.0,27044.5,35358.291666666664,33933.97619047619
2015-08-12 09:00:00,33567.0,9,2,8,2015,224,0,1,31415.0,29093.0,34399.0,33724.0,34468.0,27661.333333333332,35301.208333333336,33928.07738095238
2015-08-12 10:00:00,35353.0,10,2,8,2015,224,0,1,33567.0,31415.0,35797.0,35167.0,36726.0,28828.333333333332,35266.541666666664,33922.71428571428
2015-08-12 11:00:00,37047.0,11,2,8,2015,224,0,1,35353.0,33567.0,37360.0,36586.0,39074.0,30408.833333333332,35248.041666666664,33914.541666666664
2015-08-12 12:00:00,38480.0,12,2,8,2015,224,0,1,37047.0,35353.0,38489.0,37412.0,41139.0,32271.0,35235.0,33902.47619047619
2015-08-12 13:00:00,39445.0,13,2,8,2015,224,0,1,38480.0,37047.0,39506.0,37946.0,42854.0,34159.166666666664,35234.625,33886.64880952381
2015-08-12 14:00:00,40197.0,14,2,8,2015,224,0,1,39445.0,38480.0,40763.0,38442.0,44215.0,35884.5,35232.083333333336,33866.357142857145
2015-08-12 15:00:00,41251.0,15,2,8,2015,224,0,1,40197.0,39445.0,41769.0,38626.0,45295.0,37348.166666666664,35208.5,33842.44047619047
2015-08-12 16:00:00,42229.0,16,2,8,2015,224,0,1,41251.0,40197.0,42323.0,38545.0,46131.0,38628.833333333336,35186.916666666664,33818.369047619046
2015-08-12 17:00:00,42922.0,17,2,8,2015,224,0,1,42229.0,41251.0,42835.0,38227.0,46767.0,39774.833333333336,35183.0,33795.142857142855
2015-08-12 18:00:00,43029.0,18,2,8,2015,224,0,1,42922.0,42229.0,42728.0,37940.0,46729.0,40754.0,35186.625,33772.255952380954
2015-08-12 19:00:00,41766.0,19,2,8,2015,224,0,0,43029.0,42922.0,41785.0,37167.0,45356.0,41512.166666666664,35199.166666666664,33750.232142857145
2015-08-12 20:00:00,39770.0,20,2,8,2015,224,0,0,41766.0,43029.0,40344.0,36712.0,43174.0,41899.0,35198.375,33728.86309523809
2015-08-12 21:00:00,38852.0,21,2,8,2015,224,0,0,39770.0,41766.0,39869.0,36983.0,41826.0,41827.833333333336,35174.458333333336,33708.60119047619
2015-08-12 22:00:00,37161.0,22,2,8,2015,224,0,0,38852.0,39770.0,38427.0,35859.0,39983.0,41428.0,35132.083333333336,33690.89880952381
2015-08-12 23:00:00,33938.0,23,2,8,2015,224,0,0,37161.0,38852.0,35371.0,33334.0,36488.0,40583.333333333336,35079.333333333336,33674.10119047619
2015-08-13 00:00:00,30718.0,0,3,8,2015,225,0,0,33938.0,37161.0,32214.0,30822.0,32806.0,39086.0,35019.625,33658.92261904762
2015-08-13 01:00:00,28093.0,1,3,8,2015,225,0,0,30718.0,33938.0,29568.0,28663.0,29952.0,37034.166666666664,34957.291666666664,33646.494047619046
2015-08-13 02:00:00,26337.0,2,3,8,2015,225,0,0,28093.0,30718.0,27714.0,27349.0,27934.0,34755.333333333336,34895.833333333336,33635.42857142857
2015-08-13 03:00:00,25256.0,3,3,8,2015,225,0,0,26337.0,28093.0,26565.0,26496.0,26659.0,32516.5,34838.458333333336,33625.92261904762
2015-08-13 04:00:00,24634.0,4,3,8,2015,225,0,0,25256.0,26337.0,25870.0,26098.0,25846.0,30250.5,34783.916666666664,33617.57142857143
2015-08-13 05:00:00,24748.0,5,3,8,2015,225,0,0,24634.0,25256.0,25874.0,26498.0,25898.0,28162.666666666668,34732.416666666664,33610.357142857145
2015-08-13 06:00:00,26062.0,6,3,8,2015,225,0,0,24748.0,24634.0,27151.0,28123.0,27079.0,26631.0,34685.5,33603.51190476191
2015-08-13 07:00:00,27865.0,7,3,8,2015,225,0,0,26062.0,24748.0,29093.0,30679.0,28784.0,25855.0,34640.125,33597.458333333336
2015-08-13 08:00:00,30135.0,8,3,8,2015,225,0,1,27865.0,26062.0,31415.0,32785.0,30991.0,25817.0,34588.958333333336,33591.98809523809
2015-08-13 09:00:00,32204.0,9,3,8,2015,225,0,1,30135.0,27865.0,33567.0,34399.0,32856.0,26450.0,34535.625,33586.892857142855
2015-08-13 10:00:00,34042.0,10,3,8,2015,225,0,1,32204.0,30135.0,35353.0,35797.0,34577.0,27608.0,34478.833333333336,33583.01190476191
2015-08-13 11:00:00,35691.0,11,3,8,2015,225,0,1,34042.0,32204.0,37047.0,37360.0,36367.0,29176.0,34424.208333333336,33579.82738095238
2015-08-13 12:00:00,37100.0,12,3,8,2015,225,0,1,35691.0,34042.0,38480.0,38489.0,37918.0,30999.833333333332,34367.708333333336,33575.80357142857
2015-08-13 13:00:00,38243.0,13,3,8,2015,225,0,1,37100.0,35691.0,39445.0,39506.0,39249.0,32839.5,34310.208333333336,33570.93452380953
2015-08-13 14:00:00,39270.0,14,3,8,2015,225,0,1,38243.0,37100.0,40197.0,40763.0,40500.0,34569.166666666664,34260.125,33564.94642857143
2015-08-13 15:00:00,40088.0,15,3,8,2015,225,0,1,39270.0,38243.0,41251.0,41769.0,41414.0,36091.666666666664,34221.5,33557.625
2015-08-13 16:00:00,40885.0,16,3,8,2015,225,0,1,40088.0,39270.0,42229.0,42323.0,41956.0,37405.666666666664,34173.041666666664,33549.732142857145
2015-08-13 17:00:00,41567.0,17,3,8,2015,225,0,1,40885.0,40088.0,42922.0,42835.0,41920.0,38546.166666666664,34117.041666666664,33543.357142857145
2015-08-13 18:00:00,41653.0,18,3,8,2015,225,0,1,41567.0,40885.0,43029.0,42728.0,41430.0,39525.5,34060.583333333336,33541.255952380954
2015-08-13 19:00:00,40478.0,19,3,8,2015,225,0,0,41653.0,41567.0,41766.0,41785.0,39990.0,40284.333333333336,34003.25,33542.583333333336
2015-08-13 20:00:00,38504.0,20,3,8,2015,225,0,0,40478.0,41653.0,39770.0,40344.0,38804.0,40656.833333333336,33949.583333333336,33545.48809523809
2015-08-13 21:00:00,37645.0,21,3,8,2015,225,0,0,38504.0,40478.0,38852.0,39869.0,38748.0,40529.166666666664,33896.833333333336,33543.70238095238
2015-08-13 22:00:00,35836.0,22,3,8,2015,225,0,0,37645.0,38504.0,37161.0,38427.0,37330.0,40122.0,33846.541666666664,33537.13690476191
2015-08-13 23:00:00,32693.0,23,3,8,2015,225,0,0,35836.0,37645.0,33938.0,35371.0,34552.0,39280.5,33791.333333333336,33528.244047619046
2015-08-14 00:00:00,29667.0,0,4,8,2015,226,0,0,32693.0,35836.0,30718.0,32214.0,31695.0,37801.5,33739.458333333336,33517.17857142857
2015-08-14 01:00:00,27145.0,1,4,8,2015,226,0,0,29667.0,32693.0,28093.0,29568.0,29128.0,35803.833333333336,33695.666666666664,33505.107142857145
2015-08-14 02:00:00,25464.0,2,4,8,2015,226,0,0,27145.0,29667.0,26337.0,27714.0,27373.0,33581.666666666664,33656.166666666664,33493.30357142857
2015-08-14 03:00:00,24448.0,3,4,8,2015,226,0,0,25464.0,27145.0,25256.0,26565.0,26233.0,31408.333333333332,33619.791666666664,33481.94047619047
2015-08-14 04:00:00,23805.0,4,4,8,2015,226,0,0,24448.0,25464.0,24634.0,25870.0,25643.0,29208.833333333332,33586.125,33471.31547619047
2015-08-14 05:00:00,23926.0,5,4,8,2015,226,0,0,23805.0,24448.0,24748.0,25874.0,25727.0,27203.666666666668,33551.583333333336,33460.375
2015-08-14 06:00:00,25166.0,6,4,8,2015,226,0,0,23926.0,23805.0,26062.0,27151.0,26972.0,25742.5,33517.333333333336,33449.65476190476
2015-08-14 07:00:00,26794.0,7,4,8,2015,226,0,0,25166.0,23926.0,27865.0,29093.0,28660.0,24992.333333333332,33480.0,33438.90476190476
2015-08-14 08:00:00,28953.0,8,4,8,2015,226,0,1,26794.0,25166.0,30135.0,31415.0,30757.0,24933.833333333332,33435.375,33427.79761904762
2015-08-14 09:00:00,31212.0,9,4,8,2015,226,0,1,28953.0,26794.0,32204.0,33567.0,32643.0,25515.333333333332,33386.125,33417.05952380953
2015-08-14 10:00:00,33243.0,10,4,8,2015,226,0,1,31212.0,28953.0,34042.0,35353.0,34327.0,26642.666666666668,33344.791666666664,33408.541666666664
2015-08-14 11:00:00,35239.0,11,4,8,2015,226,0,1,33243.0,31212.0,35691.0,37047.0,35972.0,28215.666666666668,33311.5,33402.08928571428
2015-08-14 12:00:00,37043.0,12,4,8,2015,226,0,1,35239.0,33243.0,37100.0,38480.0,37200.0,30101.166666666668,33292.666666666664,33397.72619047619
2015-08-14 13:00:00,38744.0,13,4,8,2015,226,0,1,37043.0,35239.0,38243.0,39445.0,38136.0,32080.666666666668,33290.291666666664,33396.791666666664
2015-08-14 14:00:00,40478.0,14,4,8,2015,226,0,1,38744.0,37043.0,39270.0,40197.0,39167.0,34072.333333333336,33311.166666666664,33400.41071428572
2015-08-14 15:00:00,42110.0,15,4,8,2015,226,0,1,40478.0,38744.0,40088.0,41251.0,40107.0,35993.166666666664,33361.5,33408.21428571428
2015-08-14 16:00:00,43484.0,16,4,8,2015,226,0,1,42110.0,40478.0,40885.0,42229.0,40812.0,37809.5,33445.75,33420.13690476191
2015-08-14 17:00:00,44494.0,17,4,8,2015,226,0,1,43484.0,42110.0,41567.0,42922.0,41249.0,39516.333333333336,33554.041666666664,33436.041666666664
2015-08-14 18:00:00,44703.0,18,4,8,2015,226,0,1,44494.0,43484.0,41653.0,43029.0,41072.0,41058.833333333336,33676.0,33455.357142857145
2015-08-14 19:00:00,43413.0,19,4,8,2015,226,0,0,44703.0,44494.0,40478.0,41766.0,39875.0,42335.5,33803.083333333336,33476.97023809524
2015-08-14 20:00:00,41183.0,20,4,8,2015,226,0,0,43413.0,44703.0,38504.0,39770.0,38124.0,43113.666666666664,33925.375,33498.02976190476
2015-08-14 21:00:00,40136.0,21,4,8,2015,226,0,0,41183.0,43413.0,37645.0,38852.0,37316.0,43231.166666666664,34037.0,33516.23809523809
2015-08-14 22:00:00,38294.0,22,4,8,2015,226,0,0,40136.0,41183.0,35836.0,37161.0,36094.0,42902.166666666664,34140.791666666664,33533.02380952381
2015-08-14 23:00:00,35277.0,23,4,8,2015,226,0,0,38294.0,40136.0,32693.0,33938.0,33474.0,42037.166666666664,34243.208333333336,33546.119047619046
2015-08-15 00:00:00,32193.0,0,5,8,2015,227,1,0,35277.0,38294.0,29667.0,30718.0,30618.0,40501.0,34350.875,33556.85119047619
2015-08-15 01:00:00,29380.0,1,5,8,2015,227,1,0,32193.0,35277.0,27145.0,28093.0,28106.0,38416.0,34456.125,33566.22619047619
2015-08-15 02:00:00,27467.0,2,5,8,2015,227,1,0,29380.0,32193.0,25464.0,26337.0,26342.0,36077.166666666664,34549.25,33573.80952380953
2015-08-15 03:00:00,26091.0,3,5,8,2015,227,1,0,27467.0,29380.0,24448.0,25256.0,25138.0,33791.166666666664,34632.708333333336,33580.505952380954
2015-08-15 04:00:00,25250.0,4,5,8,2015,227,1,0,26091.0,27467.0,23805.0,24634.0,24356.0,31450.333333333332,34701.166666666664,33586.17857142857
2015-08-15 05:00:00,24770.0,5,5,8,2015,227,1,0,25250.0,26091.0,23926.0,24748.0,24018.0,29276.333333333332,34761.375,33591.5
2015-08-15 06:00:00,24987.0,6,5,8,2015,227,1,0,24770.0,25250.0,25166.0,26062.0,24229.0,27525.166666666668,34796.541666666664,33595.97619047619
2015-08-15 07:00:00,25295.0,7,5,8,2015,227,1,0,24987.0,24770.0,26794.0,27865.0,24526.0,26324.166666666668,34789.083333333336,33600.48809523809
2015-08-15 08:00:00,26807.0,8,5,8,2015,227,1,1,25295.0,24987.0,28953.0,30135.0,26065.0,25643.333333333332,34726.625,33605.06547619047
2015-08-15 09:00:00,29633.0,9,5,8,2015,227,1,1,26807.0,25295.0,31212.0,32204.0,28444.0,25533.333333333332,34637.208333333336,33609.482142857145
2015-08-15 10:00:00,32512.0,10,5,8,2015,227,1,1,29633.0,26807.0,33243.0,34042.0,30781.0,26123.666666666668,34571.416666666664,33616.55952380953
2015-08-15 11:00:00,35272.0,11,5,8,2015,227,1,1,32512.0,29633.0,35239.0,35691.0,32682.0,27334.0,34540.958333333336,33626.86309523809
2015-08-15 12:00:00,37721.0,12,5,8,2015,227,1,1,35272.0,32512.0,37043.0,37100.0,34122.0,29084.333333333332,34542.333333333336,33642.27976190476
2015-08-15 13:00:00,39845.0,13,5,8,2015,227,1,1,37721.0,35272.0,38744.0,38243.0,35256.0,31206.666666666668,34570.583333333336,33663.70238095238
2015-08-15 14:00:00,41465.0,14,5,8,2015,227,1,1,39845.0,37721.0,40478.0,39270.0,36155.0,33631.666666666664,34616.458333333336,33691.017857142855
2015-08-15 15:00:00,42904.0,15,5,8,2015,227,1,1,41465.0,39845.0,42110.0,40088.0,36760.0,36074.666666666664,34657.583333333336,33722.625
2015-08-15 16:00:00,44067.0,16,5,8,2015,227,1,1,42904.0,41465.0,43484.0,40885.0,37157.0,38286.5,34690.666666666664,33759.19642857143
2015-08-15 17:00:00,44898.0,17,5,8,2015,227,1,1,44067.0,42904.0,44494.0,41567.0,37400.0,40212.333333333336,34714.958333333336,33800.32738095238
2015-08-15 18:00:00,44932.0,18,5,8,2015,227,1,1,44898.0,44067.0,44703.0,41653.0,37372.0,41816.666666666664,34731.791666666664,33844.958333333336
2015-08-15 19:00:00,43940.0,19,5,8,2015,227,1,0,44932.0,44898.0,43413.0,40478.0,36706.0,43018.5,34741.333333333336,33889.958333333336
2015-08-15 20:00:00,41872.0,20,5,8,2015,227,1,0,43940.0,44932.0,41183.0,38504.0,35474.0,43701.0,34763.291666666664,33933.017857142855
2015-08-15 21:00:00,40880.0,21,5,8,2015,227,1,0,41872.0,43940.0,40136.0,37645.0,35103.0,43768.833333333336,34792.0,33971.10119047619
2015-08-15 22:00:00,39057.0,22,5,8,2015,227,1,0,40880.0,41872.0,38294.0,35836.0,34180.0,43431.5,34823.0,34005.48809523809
2015-08-15 23:00:00,36277.0,23,5,8,2015,227,1,0,39057.0,40880.0,35277.0,32693.0,32010.0,42596.5,34854.791666666664,34034.517857142855
2015-08-16 00:00:00,33226.0,0,6,8,2015,228,1,0,36277.0,39057.0,32193.0,29667.0,29580.0,41159.666666666664,34896.458333333336,34059.916666666664
2015-08-16 01:00:00,30498.0,1,6,8,2015,228,1,0,33226.0,36277.0,29380.0,27145.0,27307.0,39208.666666666664,34939.5,34081.619047619046
2015-08-16 02:00:00,28475.0,2,6,8,2015,228,1,0,30498.0,33226.0,27467.0,25464.0,25687.0,36968.333333333336,34986.083333333336,34100.61309523809
2015-08-16 03:00:00,27027.0,3,6,8,2015,228,1,0,28475.0,30498.0,26091.0,24448.0,24583.0,34735.5,35028.083333333336,34117.208333333336
2015-08-16 04:00:00,26014.0,4,6,8,2015,228,1,0,27027.0,28475.0,25250.0,23805.0,23870.0,32426.666666666668,35067.083333333336,34131.755952380954
2015-08-16 05:00:00,25430.0,5,6,8,2015,228,1,0,26014.0,27027.0,24770.0,23926.0,23559.0,30252.833333333332,35098.916666666664,34144.517857142855
2015-08-16 06:00:00,25331.0,6,6,8,2015,228,1,0,25430.0,26014.0,24987.0,25166.0,23638.0,28445.0,35126.416666666664,34155.65476190476
2015-08-16 07:00:00,25215.0,7,6,8,2015,228,1,0,25331.0,25430.0,25295.0,26794.0,23620.0,27129.166666666668,35140.75,34165.732142857145
2015-08-16 08:00:00,26514.0,8,6,8,2015,228,1,1,25215.0,25331.0,26807.0,28953.0,24825.0,26248.666666666668,35137.416666666664,34175.22619047619
2015-08-16 09:00:00,29264.0,9,6,8,2015,228,1,1,26514.0,25215.0,29633.0,31212.0,27102.0,25921.833333333332,35125.208333333336,34185.27976190476
2015-08-16 10:00:00,32411.0,10,6,8,2015,228,1,1,29264.0,26514.0,32512.0,33243.0,29466.0,26294.666666666668,35109.833333333336,34198.14880952381
2015-08-16 11:00:00,35596.0,11,6,8,2015,228,1,1,32411.0,29264.0,35272.0,35239.0,31598.0,27360.833333333332,35105.625,34215.67857142857
2015-08-16 12:00:00,38734.0,12,6,8,2015,228,1,1,35596.0,32411.0,37721.0,37043.0,33585.0,29055.166666666668,35119.125,34239.47619047619
2015-08-16 13:00:00,41311.0,13,6,8,2015,228,1,1,38734.0,35596.0,39845.0,38744.0,35372.0,31289.0,35161.333333333336,34270.125
2015-08-16 14:00:00,43377.0,14,6,8,2015,228,1,1,41311.0,38734.0,41465.0,40478.0,36680.0,33971.666666666664,35222.416666666664,34305.47619047619
2015-08-16 15:00:00,44800.0,15,6,8,2015,228,1,1,43377.0,41311.0,42904.0,42110.0,37578.0,36782.166666666664,35302.083333333336,34345.33928571428
2015-08-16 16:00:00,45942.0,16,6,8,2015,228,1,1,44800.0,43377.0,44067.0,43484.0,38150.0,39371.5,35381.083333333336,34388.32738095238
2015-08-16 17:00:00,46786.0,17,6,8,2015,228,1,1,45942.0,44800.0,44898.0,44494.0,38687.0,41626.666666666664,35459.208333333336,34434.708333333336
2015-08-16 18:00:00,47115.0,18,6,8,2015,228,1,1,46786.0,45942.0,44932.0,44703.0,38945.0,43491.666666666664,35537.875,34482.916666666664
2015-08-16 19:00:00,46298.0,19,6,8,2015,228,1,0,47115.0,46786.0,43940.0,43413.0,38351.0,44888.5,35628.833333333336,34531.54761904762
2015-08-16 20:00:00,44502.0,20,6,8,2015,228,1,0,46298.0,47115.0,41872.0,41183.0,37054.0,45719.666666666664,35727.083333333336,34578.85119047619
2015-08-16 21:00:00,43882.0,21,6,8,2015,228,1,0,44502.0,46298.0,40880.0,40136.0,36903.0,45907.166666666664,35836.666666666664,34623.18452380953
2015-08-16 22:00:00,41875.0,22,6,8,2015,228,1,0,43882.0,44502.0,39057.0,38294.0,35863.0,45754.166666666664,35961.75,34664.72619047619
2015-08-16 23:00:00,38600.0,23,6,8,2015,228,1,0,41875.0,43882.0,36277.0,35277.0,33461.0,45076.333333333336,36079.166666666664,34700.51190476191
2015-08-17 00:00:00,35228.0,0,0,8,2015,229,0,0,38600.0,41875.0,33226.0,32193.0,30719.0,43712.0,36175.958333333336,34731.10119047619
2015-08-17 01:00:00,32376.0,1,0,8,2015,229,0,0,35228.0,38600.0,30498.0,29380.0,28425.0,41730.833333333336,36259.375,34757.94047619047
2015-08-17 02:00:00,30304.0,2,0,8,2015,229,0,0,32376.0,35228.0,28475.0,27467.0,26927.0,39410.5,36337.625,34781.458333333336
2015-08-17 03:00:00,29066.0,3,0,8,2015,229,0,0,30304.0,32376.0,27027.0,26091.0,26020.0,37044.166666666664,36413.833333333336,34801.55952380953
2015-08-17 04:00:00,28341.0,4,0,8,2015,229,0,0,29066.0,30304.0,26014.0,25250.0,25605.0,34574.833333333336,36498.791666666664,34819.69047619047
2015-08-17 05:00:00,28458.0,5,0,8,2015,229,0,0,28341.0,29066.0,25430.0,24770.0,25969.0,32319.166666666668,36595.75,34835.97619047619
2015-08-17 06:00:00,29871.0,6,0,8,2015,229,0,0,28458.0,28341.0,25331.0,24987.0,27465.0,30628.833333333332,36721.916666666664,34850.791666666664
2015-08-17 07:00:00,31858.0,7,0,8,2015,229,0,0,29871.0,28458.0,25215.0,25295.0,29530.0,29736.0,36911.083333333336,34865.11309523809
2015-08-17 08:00:00,34323.0,8,0,8,2015,229,0,1,31858.0,29871.0,26514.0,26807.0,31840.0,29649.666666666668,37187.875,34878.97023809524
2015-08-17 09:00:00,37128.0,9,0,8,2015,229,0,1,34323.0,31858.0,29264.0,29633.0,33724.0,30319.5,37513.25,34893.75
2015-08-17 10:00:00,40112.0,10,0,8,2015,229,0,1,37128.0,34323.0,32411.0,32512.0,35167.0,31663.166666666668,37840.916666666664,34914.01190476191
2015-08-17 11:00:00,43396.0,11,0,8,2015,229,0,1,40112.0,37128.0,35596.0,35272.0,36586.0,33625.0,38161.791666666664,34943.44642857143
2015-08-17 12:00:00,46544.0,12,0,8,2015,229,0,1,43396.0,40112.0,38734.0,37721.0,37412.0,36114.666666666664,38486.791666666664,34983.982142857145
2015-08-17 13:00:00,49168.0,13,0,8,2015,229,0,1,46544.0,43396.0,41311.0,39845.0,37946.0,38893.5,38812.208333333336,35038.33928571428
2015-08-17 14:00:00,51198.0,14,0,8,2015,229,0,1,49168.0,46544.0,43377.0,41465.0,38442.0,41778.5,39139.583333333336,35105.13690476191
2015-08-17 15:00:00,52323.0,15,0,8,2015,229,0,1,51198.0,49168.0,44800.0,42904.0,38626.0,44591.0,39465.458333333336,35181.06547619047
2015-08-17 16:00:00,52678.0,16,0,8,2015,229,0,1,52323.0,51198.0,45942.0,44067.0,38545.0,47123.5,39778.916666666664,35262.59523809524
2015-08-17 17:00:00,52935.0,17,0,8,2015,229,0,1,52678.0,52323.0,46786.0,44898.0,38227.0,49217.833333333336,40059.583333333336,35346.72023809524
2015-08-17 18:00:00,52614.0,18,0,8,2015,229,0,1,52935.0,52678.0,47115.0,44932.0,37940.0,50807.666666666664,40315.791666666664,35434.267857142855
2015-08-17 19:00:00,51139.0,19,0,8,2015,229,0,0,52614.0,52935.0,46298.0,43940.0,37167.0,51819.333333333336,40544.916666666664,35521.61309523809
2015-08-17 20:00:00,49215.0,20,0,8,2015,229,0,0,51139.0,52614.0,44502.0,41872.0,36712.0,52147.833333333336,40746.625,35604.77976190476
2015-08-17 21:00:00,48327.0,21,0,8,2015,229,0,0,49215.0,51139.0,43882.0,40880.0,36983.0,51817.333333333336,40943.0,35679.20238095238
2015-08-17 22:00:00,45597.0,22,0,8,2015,229,0,0,48327.0,49215.0,41875.0,39057.0,35859.0,51151.333333333336,41128.208333333336,35746.72619047619
2015-08-17 23:00:00,41421.0,23,0,8,2015,229,0,0,45597.0,48327.0,38600.0,36277.0,33334.0,49971.166666666664,41283.291666666664,35804.69047619047
2015-08-18 00:00:00,37491.0,0,1,8,2015,230,0,0,41421.0,45597.0,35228.0,33226.0,30822.0,48052.166666666664,41400.833333333336,35852.82738095238
2015-08-18 01:00:00,34342.0,1,1,8,2015,230,0,0,37491.0,41421.0,32376.0,30498.0,28663.0,45531.666666666664,41495.125,35892.52380952381
2015-08-18 02:00:00,32141.0,2,1,8,2015,230,0,0,34342.0,37491.0,30304.0,28475.0,27349.0,42732.166666666664,41577.041666666664,35926.32738095238
2015-08-18 03:00:00,30697.0,3,1,8,2015,230,0,0,32141.0,34342.0,29066.0,27027.0,26496.0,39886.5,41653.583333333336,35954.85119047619
2015-08-18 04:00:00,29881.0,4,1,8,2015,230,0,0,30697.0,32141.0,28341.0,26014.0,26098.0,36948.166666666664,41721.541666666664,35979.857142857145
2015-08-18 05:00:00,29798.0,5,1,8,2015,230,0,0,29881.0,30697.0,28458.0,25430.0,26498.0,34328.833333333336,41785.708333333336,36002.375
2015-08-18 06:00:00,31125.0,6,1,8,2015,230,0,0,29798.0,29881.0,29871.0,25331.0,28123.0,32391.666666666668,41841.541666666664,36022.017857142855
